"long","lat","group","order","region","subregion","long.new","X","Y"
23.66204959,68.89124746,95,3235,"21 1","2",-156.33795041,-10752147.8390264,7175732.22516328
22.35623783,68.84174144,95,3236,"21 1","2",-157.64376217,-10848121.7179933,7171254.92634228
21.24493615,69.37044302,95,3237,"21 1","2",-158.75506385,-10858032.5792445,7218935.85655807
20.64559289,69.10624726,95,3238,"21 1","2",-159.35440711,-10932479.1952106,7195146.62583948
20.025269,69.06513866,95,3239,"21 1","2",-159.974731,-10980249.9285048,7191438.32903
19.8785596,68.40719432,95,3240,"21 1","2",-160.1214404,-11073405.2312434,7131844.81651869
17.99386844,68.56739126,95,3241,"21 1","2",-162.00613156,-11183350.1907606,7146396.29020735
17.72918176,68.01055187,95,3242,"21 1","2",-162.27081824,-11272425.10788,7095702.7516955
16.76887861,68.01393667,95,3243,"21 1","2",-163.23112139,-11338702.9767028,7096011.84959409
16.10871219,67.30245555,95,3244,"21 1","2",-163.89128781,-11475149.9176553,7030789.41913269
15.10841149,66.19386689,95,3245,"21 1","2",-164.89158851,-11685603.4921647,6928193.85699697
13.55568973,64.7870277,95,3246,"21 1","2",-166.44431027,-11973095.0241782,6796399.94011897
13.91990523,64.44542064,95,3247,"21 1","2",-166.08009477,-11989535.6605043,6764142.64196823
13.57191613,64.04911408,95,3248,"21 1","2",-166.42808387,-12064056.3486065,6726599.46209625
12.57993534,64.06621898,95,3249,"21 1","2",-167.42006466,-12133822.2768287,6728222.50780854
11.93056929,63.12831757,95,3250,"21 1","2",-168.06943071,-12298188.5189552,6638879.90312235
11.99206424,61.80036245,95,3251,"21 1","2",-168.00793576,-12457728.9099763,6511207.28931693
12.63114668,61.29357168,95,3252,"21 1","2",-167.36885332,-12472056.5015208,6462133.94304652
12.30036584,60.11793285,95,3253,"21 1","2",-167.69963416,-12638681.3914062,6347583.16912391
11.46827193,59.4323933,95,3254,"21 1","2",-168.53172807,-12783591.3122033,6280342.28565309
11.02736861,58.8561494,95,3255,"21 1","2",-168.97263139,-12885712.9625218,6223578.05609574
10.35655684,59.46980703,95,3256,"21 1","2",-169.64344316,-12863422.0167744,6284020.16513244
8.38200036,58.31328848,95,3257,"21 1","2",-171.61799964,-13152634.922152,6169903.10503973
7.04874841,58.07888418,95,3258,"21 1","2",-172.95125159,-13283018.6066626,6146667.92411253
5.6658354,58.58815542,95,3259,"21 1","2",-174.3341646,-13327335.3740501,6197104.23484369
5.30823449,59.66323192,95,3260,"21 1","2",-174.69176551,-13222244.3225384,6303019.36957467
4.99207808,61.97099803,95,3261,"21 1","2",-175.00792192,-12954961.031613,6527687.47555931
5.91290042,62.61447297,95,3262,"21 1","2",-174.08709958,-12804587.6074962,6589637.78501935
8.55341109,63.45400829,95,3263,"21 1","2",-171.44658891,-12503882.9129681,6669984.09362812
10.52770918,64.48603832,95,3264,"21 1","2",-169.47229082,-12229256.369138,6767983.16591335
