"Long","Lat","logchlo"
-123.5,-69.5,-0.158230386065579
-122.5,-69.5,-0.234225957325093
-121.5,-69.5,-0.329413840424685
-120.5,-69.5,-0.549780763646689
-119.5,-69.5,-0.559548441606262
-118.5,-69.5,-0.658458543804827
-117.5,-69.5,-0.684404783137707
-116.5,-69.5,-0.695115967553465
-115.5,-69.5,-0.73549703689891
-114.5,-69.5,-0.7371961313707
-113.5,-69.5,-0.789118057516309
-112.5,-69.5,-0.764446894698669
-111.5,-69.5,-0.737733090215044
-110.5,-69.5,-0.763828590186663
-109.5,-69.5,-0.712936367346461
-108.5,-69.5,-0.649169491416897
-107.5,-69.5,-0.716224787236922
-106.5,-69.5,-0.748479559419738
-105.5,-69.5,-0.744951952597215
-104.5,-69.5,-0.78226509560193
-103.5,-69.5,-0.772679556777772
-102.5,-69.5,-0.663148201805242
-101.5,-69.5,-0.636519138993426
-100.5,-69.5,-0.629335624082415
-99.5,-69.5,-0.702583559828374
-98.5,-69.5,-0.699315162586804
-97.5,-69.5,-0.684777798051338
-96.5,-69.5,-0.693106943091209
-95.5,-69.5,-0.787660752215281
-94.5,-69.5,-0.8193978726445
-93.5,-69.5,-0.762916689564831
-92.5,-69.5,-0.658458661707328
-91.5,-69.5,-0.442904011408051
-90.5,-69.5,-0.42056386255072
-89.5,-69.5,-0.54086255563323
-88.5,-69.5,-0.543820528552531
-87.5,-69.5,-0.534115328103961
-86.5,-69.5,-0.493561609803043
-85.5,-69.5,-0.447276978122464
-84.5,-69.5,-0.431988048944006
-83.5,-69.5,-0.382328357309917
-82.5,-69.5,-0.36820041133899
-81.5,-69.5,-0.453530443472658
-80.5,-69.5,-0.494980370618579
-79.5,-69.5,-0.430927800602632
-78.5,-69.5,-0.437796812377365
-77.5,-69.5,-0.277622956346647
-76.5,-69.5,0.0208220364184795
-75.5,-69.5,-0.158029204600445
-74.5,-69.5,-0.173020815337721
-73.5,-69.5,-0.37564910188236
-72.5,-69.5,NA
-71.5,-69.5,NA
-70.5,-69.5,NA
-69.5,-69.5,NA
-68.5,-69.5,NA
-67.5,-69.5,NA
-66.5,-69.5,NA
-65.5,-69.5,NA
-64.5,-69.5,NA
-63.5,-69.5,NA
-62.5,-69.5,NA
-61.5,-69.5,NA
-60.5,-69.5,NA
-59.5,-69.5,NA
-58.5,-69.5,-1.10157414869226
-57.5,-69.5,NA
-56.5,-69.5,NA
-55.5,-69.5,NA
-54.5,-69.5,NA
-53.5,-69.5,NA
-52.5,-69.5,NA
-51.5,-69.5,NA
-50.5,-69.5,NA
-49.5,-69.5,NA
-48.5,-69.5,NA
-47.5,-69.5,-1.41347542813216
-46.5,-69.5,NA
-45.5,-69.5,NA
-44.5,-69.5,-0.943252053692408
-43.5,-69.5,-0.941465011414003
-42.5,-69.5,-0.90115724700396
-41.5,-69.5,-0.818449913673228
-40.5,-69.5,-0.741199852071267
-39.5,-69.5,-0.650892331132156
-38.5,-69.5,-0.64111525200799
-37.5,-69.5,-0.508904926620767
-36.5,-69.5,-0.464895959874905
-35.5,-69.5,-0.492435045087201
-34.5,-69.5,-0.612246723835056
-33.5,-69.5,-0.591555957223172
-32.5,-69.5,-0.522734006438316
-31.5,-69.5,-0.377264802155755
-30.5,-69.5,-0.265235844361483
-29.5,-69.5,-0.34054243958308
-28.5,-69.5,-0.500044413491142
-27.5,-69.5,-0.586822931150359
-26.5,-69.5,-0.418919620548401
-25.5,-69.5,-0.367609972131227
-24.5,-69.5,-0.367602217277014
-23.5,-69.5,-0.298834882837962
-22.5,-69.5,-0.298703549854396
-21.5,-69.5,-0.127584907180433
-20.5,-69.5,-0.0783007013860253
-19.5,-69.5,-0.120325696706224
-18.5,-69.5,-0.164317325122343
-17.5,-69.5,-0.380730254750226
-16.5,-69.5,-0.31888778990532
-15.5,-69.5,-0.332081651968835
-14.5,-69.5,-0.287607250266034
-13.5,-69.5,-0.375251772632116
-12.5,-69.5,-0.384484442411709
-11.5,-69.5,-0.376856806956918
-10.5,-69.5,-0.24985791536981
-9.5,-69.5,-0.278439515848297
-8.5,-69.5,-0.213984972064102
-7.5,-69.5,-0.18535726056317
-6.5,-69.5,-0.138207056809542
-5.5,-69.5,-0.0506380395259351
-4.5,-69.5,-0.0809373858375254
-3.5,-69.5,-0.100207389588755
-2.5,-69.5,-0.249252793816811
-1.5,-69.5,-0.368172915784931
-0.5,-69.5,NA
0.5,-69.5,-0.519818810178406
1.5,-69.5,-0.436771132437967
2.5,-69.5,-0.305664722354937
3.5,-69.5,-0.244419804786426
4.5,-69.5,-0.209830993154443
5.5,-69.5,-0.124530999723744
6.5,-69.5,-0.0401310899580665
7.5,-69.5,-0.0294344990247049
8.5,-69.5,-0.0564285302183107
9.5,-69.5,-0.059172441301428
10.5,-69.5,-0.0101390080498222
11.5,-69.5,-0.0543932172925905
12.5,-69.5,-0.485491167647476
13.5,-69.5,-0.731632722044267
14.5,-69.5,-0.872421967337977
15.5,-69.5,NA
16.5,-69.5,-0.173975106768375
17.5,-69.5,-0.247397443955063
18.5,-69.5,-0.0955919214653734
19.5,-69.5,NA
20.5,-69.5,-0.222480550467751
21.5,-69.5,-0.045472044899754
22.5,-69.5,-0.0537171965095743
23.5,-69.5,-0.0843337678583266
24.5,-69.5,-0.0487706164749817
25.5,-69.5,0.011416541464768
26.5,-69.5,0.0191536756075574
27.5,-69.5,-0.173243645603654
28.5,-69.5,-0.688988725909171
29.5,-69.5,-0.687491118548448
30.5,-69.5,NA
31.5,-69.5,NA
32.5,-69.5,NA
33.5,-69.5,NA
34.5,-69.5,NA
35.5,-69.5,NA
36.5,-69.5,NA
37.5,-69.5,NA
38.5,-69.5,NA
39.5,-69.5,NA
40.5,-69.5,NA
41.5,-69.5,NA
42.5,-69.5,NA
43.5,-69.5,NA
44.5,-69.5,NA
45.5,-69.5,NA
46.5,-69.5,NA
47.5,-69.5,NA
48.5,-69.5,NA
49.5,-69.5,NA
50.5,-69.5,NA
51.5,-69.5,NA
52.5,-69.5,NA
53.5,-69.5,NA
54.5,-69.5,NA
55.5,-69.5,NA
56.5,-69.5,NA
57.5,-69.5,NA
58.5,-69.5,NA
59.5,-69.5,NA
60.5,-69.5,NA
61.5,-69.5,NA
62.5,-69.5,NA
63.5,-69.5,NA
64.5,-69.5,NA
65.5,-69.5,NA
66.5,-69.5,NA
67.5,-69.5,NA
68.5,-69.5,NA
69.5,-69.5,NA
70.5,-69.5,NA
71.5,-69.5,NA
72.5,-69.5,NA
73.5,-69.5,NA
74.5,-69.5,NA
75.5,-69.5,NA
76.5,-69.5,NA
77.5,-69.5,NA
78.5,-69.5,NA
79.5,-69.5,NA
80.5,-69.5,NA
81.5,-69.5,NA
82.5,-69.5,NA
83.5,-69.5,NA
84.5,-69.5,NA
85.5,-69.5,NA
86.5,-69.5,NA
87.5,-69.5,NA
88.5,-69.5,NA
89.5,-69.5,NA
90.5,-69.5,NA
91.5,-69.5,NA
92.5,-69.5,NA
93.5,-69.5,NA
94.5,-69.5,NA
95.5,-69.5,NA
96.5,-69.5,NA
97.5,-69.5,NA
98.5,-69.5,NA
99.5,-69.5,NA
100.5,-69.5,NA
101.5,-69.5,NA
102.5,-69.5,NA
103.5,-69.5,NA
104.5,-69.5,NA
105.5,-69.5,NA
106.5,-69.5,NA
107.5,-69.5,NA
108.5,-69.5,NA
109.5,-69.5,NA
110.5,-69.5,NA
111.5,-69.5,NA
112.5,-69.5,NA
113.5,-69.5,NA
114.5,-69.5,NA
115.5,-69.5,NA
116.5,-69.5,NA
117.5,-69.5,NA
118.5,-69.5,NA
119.5,-69.5,NA
120.5,-69.5,NA
121.5,-69.5,NA
122.5,-69.5,NA
123.5,-69.5,NA
124.5,-69.5,NA
125.5,-69.5,NA
126.5,-69.5,NA
127.5,-69.5,NA
128.5,-69.5,NA
129.5,-69.5,NA
130.5,-69.5,NA
131.5,-69.5,NA
132.5,-69.5,NA
133.5,-69.5,NA
134.5,-69.5,NA
135.5,-69.5,NA
136.5,-69.5,NA
137.5,-69.5,NA
138.5,-69.5,NA
139.5,-69.5,NA
140.5,-69.5,NA
141.5,-69.5,NA
142.5,-69.5,NA
143.5,-69.5,NA
144.5,-69.5,NA
145.5,-69.5,NA
146.5,-69.5,NA
147.5,-69.5,NA
148.5,-69.5,NA
149.5,-69.5,NA
150.5,-69.5,NA
151.5,-69.5,NA
152.5,-69.5,NA
153.5,-69.5,NA
154.5,-69.5,NA
155.5,-69.5,NA
156.5,-69.5,NA
157.5,-69.5,NA
158.5,-69.5,NA
159.5,-69.5,NA
160.5,-69.5,NA
161.5,-69.5,-0.474699913359082
162.5,-69.5,-0.953280749794321
163.5,-69.5,-0.73701783409457
164.5,-69.5,-0.617769295652171
165.5,-69.5,-0.577019048633016
166.5,-69.5,-0.594255610861997
167.5,-69.5,-0.542952982878501
168.5,-69.5,-0.519736949943573
169.5,-69.5,-0.51899461570535
170.5,-69.5,-0.401112659996013
171.5,-69.5,-0.552394185581705
172.5,-69.5,-0.550879167810698
173.5,-69.5,-0.577016849432228
174.5,-69.5,-0.667686826976973
175.5,-69.5,-0.627648853417981
176.5,-69.5,-0.530272958177494
177.5,-69.5,-0.502042669491669
178.5,-69.5,-0.40781827438036
179.5,-69.5,-0.430520998813299
-179.5,-68.5,-0.487171214104936
-178.5,-68.5,-0.428107476907841
-177.5,-68.5,-0.35500259548795
-176.5,-68.5,-0.263767000524516
-175.5,-68.5,-0.452614656786583
-174.5,-68.5,-0.407517978640406
-173.5,-68.5,-0.480561604112189
-172.5,-68.5,-0.579580304746014
-171.5,-68.5,-0.392809060701141
-170.5,-68.5,-0.309767699088011
-169.5,-68.5,-0.314636829031637
-168.5,-68.5,-0.281935918670648
-167.5,-68.5,-0.113631336587568
-166.5,-68.5,-0.218924596876211
-165.5,-68.5,-0.207445715269135
-164.5,-68.5,-0.269180831563438
-163.5,-68.5,-0.177532675294884
-162.5,-68.5,-0.173589494117122
-161.5,-68.5,-0.203202228961739
-160.5,-68.5,-0.244218803501399
-159.5,-68.5,-0.299002428661044
-158.5,-68.5,-0.229375907854475
-157.5,-68.5,-0.181988254544309
-156.5,-68.5,-0.40007686297835
-155.5,-68.5,-0.387084622070696
-154.5,-68.5,-0.326538278898799
-153.5,-68.5,-0.225742646745224
-152.5,-68.5,-0.333787191884187
-151.5,-68.5,-0.273028236372548
-150.5,-68.5,-0.223652193604551
-149.5,-68.5,-0.293298387489429
-148.5,-68.5,-0.289380485621344
-147.5,-68.5,-0.282519604686388
-146.5,-68.5,-0.355112644540227
-145.5,-68.5,-0.425964832137233
-144.5,-68.5,-0.415687478916958
-143.5,-68.5,-0.421697360414807
-142.5,-68.5,-0.427769741525429
-141.5,-68.5,-0.517698384340804
-140.5,-68.5,-0.516819909028786
-139.5,-68.5,-0.488849208163977
-138.5,-68.5,-0.413153837427698
-137.5,-68.5,-0.415003123032242
-136.5,-68.5,-0.418191676007564
-135.5,-68.5,-0.408552498597736
-134.5,-68.5,-0.397185951800136
-133.5,-68.5,-0.564174235190162
-132.5,-68.5,-0.617280770334549
-131.5,-68.5,-0.582872284270179
-130.5,-68.5,-0.540126974013885
-129.5,-68.5,-0.420266446567889
-128.5,-68.5,-0.420101163443664
-127.5,-68.5,-0.358629481656146
-126.5,-68.5,-0.347587650633295
-125.5,-68.5,-0.384679295765549
-124.5,-68.5,-0.388883685862217
-123.5,-68.5,-0.495624307182542
-122.5,-68.5,-0.42203621914151
-121.5,-68.5,-0.464652080323348
-120.5,-68.5,-0.529057009357016
-119.5,-68.5,-0.482135560119745
-118.5,-68.5,-0.585559598627521
-117.5,-68.5,-0.646729202613135
-116.5,-68.5,-0.59016766354526
-115.5,-68.5,-0.599647865717883
-114.5,-68.5,-0.657266742157408
-113.5,-68.5,-0.656148504015586
-112.5,-68.5,-0.612009769610522
-111.5,-68.5,-0.698503427502494
-110.5,-68.5,-0.665686266089808
-109.5,-68.5,-0.601784755403273
-108.5,-68.5,-0.581755482888433
-107.5,-68.5,-0.6292933983005
-106.5,-68.5,-0.632942767752988
-105.5,-68.5,-0.59178928843546
-104.5,-68.5,-0.616761356312194
-103.5,-68.5,-0.654654446208873
-102.5,-68.5,-0.669859472942485
-101.5,-68.5,-0.612614916336051
-100.5,-68.5,-0.667720580082722
-99.5,-68.5,-0.663158451624171
-98.5,-68.5,-0.684074014603682
-97.5,-68.5,-0.687718642005073
-96.5,-68.5,-0.704627535350267
-95.5,-68.5,-0.731880300773437
-94.5,-68.5,-0.739884567139893
-93.5,-68.5,-0.730969857422885
-92.5,-68.5,-0.685515787001276
-91.5,-68.5,-0.597207489684038
-90.5,-68.5,-0.179077221954196
-89.5,-68.5,-0.145069937250127
-88.5,-68.5,-0.258352107204166
-87.5,-68.5,-0.301154706277424
-86.5,-68.5,-0.390344786029884
-85.5,-68.5,-0.490539837892159
-84.5,-68.5,-0.418033992251097
-83.5,-68.5,-0.314878406560564
-82.5,-68.5,-0.329310196583224
-81.5,-68.5,-0.34578832786436
-80.5,-68.5,-0.357739332362334
-79.5,-68.5,-0.404658964289098
-78.5,-68.5,-0.410669009539809
-77.5,-68.5,-0.43353757762849
-76.5,-68.5,-0.431728173993421
-75.5,-68.5,-0.368143065439938
-74.5,-68.5,-0.149375749972141
-73.5,-68.5,0.0929598795438152
-72.5,-68.5,0.316152220448199
-71.5,-68.5,0.490313688653381
-70.5,-68.5,NA
-69.5,-68.5,0.449759117955515
-68.5,-68.5,0.452733858848363
-67.5,-68.5,0.276488151728727
-66.5,-68.5,NA
-65.5,-68.5,NA
-64.5,-68.5,NA
-63.5,-68.5,NA
-62.5,-68.5,NA
-61.5,-68.5,NA
-60.5,-68.5,NA
-59.5,-68.5,-0.671159343457121
-58.5,-68.5,-1.02943681900817
-57.5,-68.5,NA
-56.5,-68.5,NA
-55.5,-68.5,NA
-54.5,-68.5,NA
-53.5,-68.5,NA
-52.5,-68.5,NA
-51.5,-68.5,NA
-50.5,-68.5,NA
-49.5,-68.5,NA
-48.5,-68.5,-0.995485278269237
-47.5,-68.5,NA
-46.5,-68.5,-1.00000119075618
-45.5,-68.5,-1.01312225348359
-44.5,-68.5,-0.680870077338584
-43.5,-68.5,-0.699059896191954
-42.5,-68.5,-0.327381761556676
-41.5,-68.5,-0.0898143142488903
-40.5,-68.5,-0.15563808521214
-39.5,-68.5,-0.225153668670536
-38.5,-68.5,-0.442162248672815
-37.5,-68.5,-0.467785550342203
-36.5,-68.5,-0.415225364030159
-35.5,-68.5,-0.457125947525242
-34.5,-68.5,-0.600786613620687
-33.5,-68.5,-0.56944326793345
-32.5,-68.5,-0.625248944381884
-31.5,-68.5,-0.417810987157586
-30.5,-68.5,-0.519498097082571
-29.5,-68.5,-0.558786968863375
-28.5,-68.5,-0.513847954554673
-27.5,-68.5,-0.548924237801403
-26.5,-68.5,-0.376488275606689
-25.5,-68.5,-0.522724820078832
-24.5,-68.5,-0.614481032462282
-23.5,-68.5,-0.474140577252983
-22.5,-68.5,-0.0602835803411213
-21.5,-68.5,0.0353338335632463
-20.5,-68.5,0.0531652082468536
-19.5,-68.5,-0.0360944277199769
-18.5,-68.5,-0.292319247032907
-17.5,-68.5,-0.362587979720325
-16.5,-68.5,-0.293680960351592
-15.5,-68.5,-0.377282728193941
-14.5,-68.5,-0.424211459677152
-13.5,-68.5,-0.444074646053962
-12.5,-68.5,-0.421673915742145
-11.5,-68.5,-0.383692969520688
-10.5,-68.5,-0.391909572515875
-9.5,-68.5,-0.364078408605437
-8.5,-68.5,-0.407430129696718
-7.5,-68.5,-0.373256743089384
-6.5,-68.5,-0.294119917086017
-5.5,-68.5,-0.263834572217117
-4.5,-68.5,-0.219772858004699
-3.5,-68.5,-0.262749328055206
-2.5,-68.5,-0.264191802922731
-1.5,-68.5,-0.330430506620334
-0.5,-68.5,-0.310952759202443
0.5,-68.5,-0.30173484687447
1.5,-68.5,-0.38983500601834
2.5,-68.5,-0.340003697439506
3.5,-68.5,-0.185098911485726
4.5,-68.5,-0.0461305928026251
5.5,-68.5,-0.0168767242989899
6.5,-68.5,-0.0725630525844242
7.5,-68.5,-0.119138560823756
8.5,-68.5,-0.171766839453546
9.5,-68.5,-0.257427470489418
10.5,-68.5,-0.195891721020965
11.5,-68.5,0.0843061395839733
12.5,-68.5,0.0935590294210789
13.5,-68.5,-0.0616440758530252
14.5,-68.5,-0.130877849104412
15.5,-68.5,-0.125193080309873
16.5,-68.5,-0.176361113495941
17.5,-68.5,-0.127548689926159
18.5,-68.5,-0.336641627462439
19.5,-68.5,-0.329054522306174
20.5,-68.5,-0.386746349954191
21.5,-68.5,-0.455392169416887
22.5,-68.5,-0.511954482028501
23.5,-68.5,-0.551805546946848
24.5,-68.5,-0.502892716866037
25.5,-68.5,-0.333388177551624
26.5,-68.5,-0.226719336317542
27.5,-68.5,-0.172006143863804
28.5,-68.5,-0.0292910027070431
29.5,-68.5,0.00776130847206428
30.5,-68.5,-0.0934084897314878
31.5,-68.5,-0.249969199764599
32.5,-68.5,-0.240705893367953
33.5,-68.5,NA
34.5,-68.5,NA
35.5,-68.5,-0.71133270767987
36.5,-68.5,NA
37.5,-68.5,-1.07361079258334
38.5,-68.5,-1.08412952701466
39.5,-68.5,-0.558576609162072
40.5,-68.5,NA
41.5,-68.5,NA
42.5,-68.5,NA
43.5,-68.5,NA
44.5,-68.5,NA
45.5,-68.5,NA
46.5,-68.5,NA
47.5,-68.5,NA
48.5,-68.5,NA
49.5,-68.5,NA
50.5,-68.5,NA
51.5,-68.5,NA
52.5,-68.5,NA
53.5,-68.5,NA
54.5,-68.5,NA
55.5,-68.5,NA
56.5,-68.5,NA
57.5,-68.5,NA
58.5,-68.5,NA
59.5,-68.5,NA
60.5,-68.5,NA
61.5,-68.5,NA
62.5,-68.5,NA
63.5,-68.5,NA
64.5,-68.5,NA
65.5,-68.5,NA
66.5,-68.5,NA
67.5,-68.5,NA
68.5,-68.5,NA
69.5,-68.5,NA
70.5,-68.5,NA
71.5,-68.5,-0.132563007092982
72.5,-68.5,-0.193099386153155
73.5,-68.5,0.101245673559844
74.5,-68.5,0.232457266969263
75.5,-68.5,0.336403965450597
76.5,-68.5,0.29142701725007
77.5,-68.5,0.191716894494554
78.5,-68.5,NA
79.5,-68.5,NA
80.5,-68.5,NA
81.5,-68.5,NA
82.5,-68.5,NA
83.5,-68.5,NA
84.5,-68.5,NA
85.5,-68.5,NA
86.5,-68.5,NA
87.5,-68.5,NA
88.5,-68.5,NA
89.5,-68.5,NA
90.5,-68.5,NA
91.5,-68.5,NA
92.5,-68.5,NA
93.5,-68.5,NA
94.5,-68.5,NA
95.5,-68.5,NA
96.5,-68.5,NA
97.5,-68.5,NA
98.5,-68.5,NA
99.5,-68.5,NA
100.5,-68.5,NA
101.5,-68.5,NA
102.5,-68.5,NA
103.5,-68.5,NA
104.5,-68.5,NA
105.5,-68.5,NA
106.5,-68.5,NA
107.5,-68.5,NA
108.5,-68.5,NA
109.5,-68.5,NA
110.5,-68.5,NA
111.5,-68.5,NA
112.5,-68.5,NA
113.5,-68.5,NA
114.5,-68.5,NA
115.5,-68.5,NA
116.5,-68.5,NA
117.5,-68.5,NA
118.5,-68.5,NA
119.5,-68.5,NA
120.5,-68.5,NA
121.5,-68.5,NA
122.5,-68.5,NA
123.5,-68.5,NA
124.5,-68.5,NA
125.5,-68.5,NA
126.5,-68.5,NA
127.5,-68.5,NA
128.5,-68.5,NA
129.5,-68.5,NA
130.5,-68.5,NA
131.5,-68.5,NA
132.5,-68.5,NA
133.5,-68.5,NA
134.5,-68.5,NA
135.5,-68.5,NA
136.5,-68.5,NA
137.5,-68.5,NA
138.5,-68.5,NA
139.5,-68.5,NA
140.5,-68.5,NA
141.5,-68.5,NA
142.5,-68.5,NA
143.5,-68.5,NA
144.5,-68.5,NA
145.5,-68.5,NA
146.5,-68.5,NA
147.5,-68.5,NA
148.5,-68.5,NA
149.5,-68.5,NA
150.5,-68.5,NA
151.5,-68.5,NA
152.5,-68.5,NA
153.5,-68.5,NA
154.5,-68.5,NA
155.5,-68.5,-1.39002176639038
156.5,-68.5,-1.32267846810163
157.5,-68.5,-1.13360653296135
158.5,-68.5,-1.26281413989862
159.5,-68.5,-0.480402694723785
160.5,-68.5,-0.396376137772762
161.5,-68.5,-0.421781477739515
162.5,-68.5,-0.318592055552329
163.5,-68.5,-0.27256643729767
164.5,-68.5,-0.33869880104387
165.5,-68.5,-0.310983693872546
166.5,-68.5,-0.21937325036647
167.5,-68.5,-0.113431063214911
168.5,-68.5,-0.221889202640158
169.5,-68.5,-0.186636357478222
170.5,-68.5,-0.115495711836341
171.5,-68.5,-0.227283662286183
172.5,-68.5,-0.379889370633366
173.5,-68.5,-0.546909529369276
174.5,-68.5,-0.429397836225858
175.5,-68.5,-0.456237191892158
176.5,-68.5,-0.47555588138528
177.5,-68.5,-0.473145125756729
178.5,-68.5,-0.52998219159889
179.5,-68.5,-0.332797959621341
-179.5,-67.5,-0.340866051346148
-178.5,-67.5,-0.222850292709274
-177.5,-67.5,-0.222760702683123
-176.5,-67.5,-0.290522474673389
-175.5,-67.5,-0.27991438663796
-174.5,-67.5,-0.357699661083492
-173.5,-67.5,-0.435418745049721
-172.5,-67.5,-0.47380628438668
-171.5,-67.5,-0.45700578215907
-170.5,-67.5,-0.432611605985541
-169.5,-67.5,-0.485890640553864
-168.5,-67.5,-0.366093382439203
-167.5,-67.5,-0.389823160001805
-166.5,-67.5,-0.345737796987122
-165.5,-67.5,-0.349366797867763
-164.5,-67.5,-0.452339981513642
-163.5,-67.5,-0.475517696775102
-162.5,-67.5,-0.382456076487851
-161.5,-67.5,-0.28660979149317
-160.5,-67.5,-0.356676009959744
-159.5,-67.5,-0.360569304276538
-158.5,-67.5,-0.36887489938802
-157.5,-67.5,-0.434273995265881
-156.5,-67.5,-0.418010303959335
-155.5,-67.5,-0.281791568366156
-154.5,-67.5,-0.259806863745884
-153.5,-67.5,-0.248354645810855
-152.5,-67.5,-0.32152688479853
-151.5,-67.5,-0.184011091572818
-150.5,-67.5,-0.205096296850076
-149.5,-67.5,-0.218571967858345
-148.5,-67.5,-0.298486808548414
-147.5,-67.5,-0.338599353024287
-146.5,-67.5,-0.370437422082888
-145.5,-67.5,-0.355175919247048
-144.5,-67.5,-0.357119282161905
-143.5,-67.5,-0.480973685393805
-142.5,-67.5,-0.509931351135208
-141.5,-67.5,-0.591161712266
-140.5,-67.5,-0.450862463500069
-139.5,-67.5,-0.446144438513885
-138.5,-67.5,-0.395609958203319
-137.5,-67.5,-0.435933731366456
-136.5,-67.5,-0.461660422769157
-135.5,-67.5,-0.442248669253755
-134.5,-67.5,-0.396149767165614
-133.5,-67.5,-0.507654790234009
-132.5,-67.5,-0.452221536249832
-131.5,-67.5,-0.443666240174733
-130.5,-67.5,-0.431953508942577
-129.5,-67.5,-0.49238653941589
-128.5,-67.5,-0.434767619118819
-127.5,-67.5,-0.431378630725044
-126.5,-67.5,-0.431272683576474
-125.5,-67.5,-0.398876497709927
-124.5,-67.5,-0.402953135677787
-123.5,-67.5,-0.458830004243178
-122.5,-67.5,-0.478519663413105
-121.5,-67.5,-0.482788764609242
-120.5,-67.5,-0.552588496976573
-119.5,-67.5,-0.501830407087597
-118.5,-67.5,-0.520901964845417
-117.5,-67.5,-0.563251139355891
-116.5,-67.5,-0.514893343032533
-115.5,-67.5,-0.505059531811087
-114.5,-67.5,-0.517495973502163
-113.5,-67.5,-0.580457965330039
-112.5,-67.5,-0.576012783301803
-111.5,-67.5,-0.575894414650373
-110.5,-67.5,-0.640379284575195
-109.5,-67.5,-0.572721386280908
-108.5,-67.5,-0.579256557240285
-107.5,-67.5,-0.552229594673591
-106.5,-67.5,-0.554948313742163
-105.5,-67.5,-0.554595857274233
-104.5,-67.5,-0.595559169931301
-103.5,-67.5,-0.574269768858676
-102.5,-67.5,-0.58247208235149
-101.5,-67.5,-0.567364397187953
-100.5,-67.5,-0.589299890534537
-99.5,-67.5,-0.556765412475978
-98.5,-67.5,-0.607888847262018
-97.5,-67.5,-0.604619929520642
-96.5,-67.5,-0.606183309621953
-95.5,-67.5,-0.63460046174036
-94.5,-67.5,-0.733511633219394
-93.5,-67.5,-0.689037585076694
-92.5,-67.5,-0.661446870816047
-91.5,-67.5,-0.671451169088807
-90.5,-67.5,-0.651244011521279
-89.5,-67.5,-0.430558878308553
-88.5,-67.5,-0.493524873450159
-87.5,-67.5,-0.516215374542548
-86.5,-67.5,-0.510150082971854
-85.5,-67.5,-0.336547256395608
-84.5,-67.5,-0.376633296861334
-83.5,-67.5,-0.41571673769963
-82.5,-67.5,-0.398983066923282
-81.5,-67.5,-0.285572648526919
-80.5,-67.5,-0.374159394902252
-79.5,-67.5,-0.443266299257395
-78.5,-67.5,-0.543989707532662
-77.5,-67.5,-0.471810554082581
-76.5,-67.5,-0.37653931091246
-75.5,-67.5,-0.442314069390652
-74.5,-67.5,-0.357876307240043
-73.5,-67.5,-0.330467985056576
-72.5,-67.5,-0.00764348477533327
-71.5,-67.5,-0.00445512387704887
-70.5,-67.5,0.11479792673087
-69.5,-67.5,0.0464458686994147
-68.5,-67.5,NA
-67.5,-67.5,NA
-66.5,-67.5,NA
-65.5,-67.5,NA
-64.5,-67.5,NA
-63.5,-67.5,NA
-62.5,-67.5,NA
-61.5,-67.5,NA
-60.5,-67.5,NA
-59.5,-67.5,-0.740684024087861
-58.5,-67.5,-0.843744290390513
-57.5,-67.5,NA
-56.5,-67.5,NA
-55.5,-67.5,NA
-54.5,-67.5,NA
-53.5,-67.5,NA
-52.5,-67.5,NA
-51.5,-67.5,-0.719457015726957
-50.5,-67.5,-0.628304609840986
-49.5,-67.5,NA
-48.5,-67.5,NA
-47.5,-67.5,-0.911480985795867
-46.5,-67.5,-0.779943976441123
-45.5,-67.5,-0.117812544946376
-44.5,-67.5,-0.0330919578826633
-43.5,-67.5,-0.261596196978559
-42.5,-67.5,-0.618527635212515
-41.5,-67.5,-0.504750565526801
-40.5,-67.5,-0.509705739681528
-39.5,-67.5,-0.459547263725363
-38.5,-67.5,-0.449555584219075
-37.5,-67.5,-0.48376673065157
-36.5,-67.5,-0.475372881108837
-35.5,-67.5,-0.591045148980016
-34.5,-67.5,-0.516945904731323
-33.5,-67.5,-0.510179244368689
-32.5,-67.5,-0.502779588606892
-31.5,-67.5,-0.45118170583812
-30.5,-67.5,-0.15854475098385
-29.5,-67.5,-0.160706499820156
-28.5,-67.5,-0.296433143141364
-27.5,-67.5,-0.0770425825551194
-26.5,-67.5,0.0226240955981704
-25.5,-67.5,-0.253359470087296
-24.5,-67.5,-0.326813901245863
-23.5,-67.5,-0.267554406139476
-22.5,-67.5,-0.363571055198499
-21.5,-67.5,-0.369459213299473
-20.5,-67.5,-0.360427945611934
-19.5,-67.5,-0.381542296057683
-18.5,-67.5,-0.330282923444087
-17.5,-67.5,-0.301338717881328
-16.5,-67.5,-0.453174817786856
-15.5,-67.5,-0.378764846376372
-14.5,-67.5,-0.337840538335539
-13.5,-67.5,-0.417742976791949
-12.5,-67.5,-0.348386711190618
-11.5,-67.5,-0.34814607402832
-10.5,-67.5,-0.359494270705106
-9.5,-67.5,-0.403969279725668
-8.5,-67.5,-0.335315011714706
-7.5,-67.5,-0.405837908261442
-6.5,-67.5,-0.378932185801794
-5.5,-67.5,-0.356122856405891
-4.5,-67.5,-0.34222344857808
-3.5,-67.5,-0.319411508132968
-2.5,-67.5,-0.292306865702934
-1.5,-67.5,-0.189621588831987
-0.5,-67.5,-0.260266220486569
0.5,-67.5,-0.256515078287994
1.5,-67.5,-0.139401876299939
2.5,-67.5,-0.281828221071007
3.5,-67.5,-0.312155296511902
4.5,-67.5,-0.324013521892282
5.5,-67.5,-0.321258555969736
6.5,-67.5,-0.297504232937119
