Long,Lat,BATHY
-92.5,43.5,NA
-91.5,43.5,NA
-90.5,43.5,NA
-89.5,43.5,NA
-88.5,43.5,NA
-87.5,43.5,NA
-86.5,43.5,NA
-85.5,43.5,NA
-84.5,43.5,NA
-83.5,43.5,NA
-82.5,43.5,NA
-81.5,43.5,NA
-80.5,43.5,NA
-79.5,43.5,NA
-78.5,43.5,NA
-77.5,43.5,NA
-76.5,43.5,NA
-75.5,43.5,NA
-74.5,43.5,NA
-73.5,43.5,NA
-72.5,43.5,NA
-71.5,43.5,NA
-70.5,43.5,NA
-69.5,43.5,94.48819
-68.5,43.5,157.48032
-67.5,43.5,188.97638
-66.5,43.5,94.48819
-65.5,43.5,0
-64.5,43.5,94.48819
-63.5,43.5,188.97638
-62.5,43.5,94.48819
-61.5,43.5,0
-60.5,43.5,62.992126
-59.5,43.5,1669.2914
-58.5,43.5,3023.622
-57.5,43.5,3559.0552
-56.5,43.5,3496.063
-55.5,43.5,4031.496
-54.5,43.5,3905.5117
-53.5,43.5,3496.063
-52.5,43.5,2110.2363
-51.5,43.5,62.992126
-50.5,43.5,62.992126
-49.5,43.5,157.48032
-48.5,43.5,2834.6458
-47.5,43.5,3905.5117
-46.5,43.5,4251.9683
-45.5,43.5,4094.4883
-44.5,43.5,4818.8975
-43.5,43.5,4818.8975
-42.5,43.5,4818.8975
-41.5,43.5,4913.3857
-40.5,43.5,4755.9053
-39.5,43.5,4566.929
-38.5,43.5,4000
-37.5,43.5,4000
-36.5,43.5,4000
-35.5,43.5,3338.5828
-34.5,43.5,3496.063
-33.5,43.5,3496.063
-32.5,43.5,3496.063
-31.5,43.5,2992.126
-30.5,43.5,2929.1338
-29.5,43.5,2330.7087
-28.5,43.5,2488.189
-27.5,43.5,2803.1497
-26.5,43.5,2677.1653
-25.5,43.5,2992.126
-24.5,43.5,2992.126
-23.5,43.5,2803.1497
-22.5,43.5,2393.7007
-21.5,43.5,3842.5198
-20.5,43.5,4000
-19.5,43.5,5007.874
-18.5,43.5,3811.0237
-17.5,43.5,3496.063
-16.5,43.5,3590.5513
-15.5,43.5,4976.378
-14.5,43.5,4850.3936
-13.5,43.5,4724.4097
-12.5,43.5,5102.3623
-11.5,43.5,5007.874
-10.5,43.5,4377.9526
-9.5,43.5,1007.874
-8.5,43.5,62.992126
-7.5,43.5,NA
-6.5,43.5,NA
-5.5,43.5,NA
-4.5,43.5,94.48819
-3.5,43.5,NA
-2.5,43.5,125.98425
-1.5,43.5,NA
-0.5,43.5,NA
0.5,43.5,NA
1.5,43.5,NA
2.5,43.5,NA
3.5,43.5,NA
4.5,43.5,0
5.5,43.5,NA
6.5,43.5,NA
7.5,43.5,2110.2363
8.5,43.5,2582.6772
9.5,43.5,535.43304
10.5,43.5,NA
11.5,43.5,NA
12.5,43.5,NA
13.5,43.5,NA
14.5,43.5,62.992126
15.5,43.5,188.97638
16.5,43.5,0
17.5,43.5,NA
18.5,43.5,NA
19.5,43.5,NA
20.5,43.5,NA
21.5,43.5,NA
22.5,43.5,NA
23.5,43.5,NA
24.5,43.5,NA
25.5,43.5,NA
26.5,43.5,NA
27.5,43.5,NA
28.5,43.5,NA
29.5,43.5,881.8898
30.5,43.5,1165.3544
31.5,43.5,1795.2756
32.5,43.5,2015.748
33.5,43.5,2141.7322
34.5,43.5,2330.7087
35.5,43.5,2236.2205
36.5,43.5,2204.7244
37.5,43.5,2236.2205
38.5,43.5,2078.7402
39.5,43.5,1228.3464
40.5,43.5,NA
41.5,43.5,NA
42.5,43.5,NA
43.5,43.5,NA
44.5,43.5,NA
45.5,43.5,NA
46.5,43.5,NA
47.5,43.5,NA
48.5,43.5,NA
49.5,43.5,NA
50.5,43.5,NA
51.5,43.5,NA
52.5,43.5,NA
53.5,43.5,NA
54.5,43.5,NA
55.5,43.5,NA
56.5,43.5,NA
57.5,43.5,NA
58.5,43.5,NA
59.5,43.5,NA
60.5,43.5,NA
61.5,43.5,NA
62.5,43.5,NA
63.5,43.5,NA
64.5,43.5,NA
65.5,43.5,NA
66.5,43.5,NA
67.5,43.5,NA
68.5,43.5,NA
69.5,43.5,NA
70.5,43.5,NA
71.5,43.5,NA
72.5,43.5,NA
73.5,43.5,NA
74.5,43.5,NA
75.5,43.5,NA
76.5,43.5,NA
77.5,43.5,NA
78.5,43.5,NA
79.5,43.5,NA
80.5,43.5,NA
81.5,43.5,NA
82.5,43.5,NA
83.5,43.5,NA
84.5,43.5,NA
85.5,43.5,NA
86.5,43.5,NA
87.5,43.5,NA
88.5,43.5,NA
89.5,43.5,NA
90.5,43.5,NA
91.5,43.5,NA
92.5,43.5,NA
93.5,43.5,NA
94.5,43.5,NA
95.5,43.5,NA
96.5,43.5,NA
97.5,43.5,NA
98.5,43.5,NA
99.5,43.5,NA
100.5,43.5,NA
101.5,43.5,NA
102.5,43.5,NA
103.5,43.5,NA
104.5,43.5,NA
105.5,43.5,NA
106.5,43.5,NA
107.5,43.5,NA
108.5,43.5,NA
109.5,43.5,NA
110.5,43.5,NA
111.5,43.5,NA
112.5,43.5,NA
113.5,43.5,NA
114.5,43.5,NA
115.5,43.5,NA
116.5,43.5,NA
117.5,43.5,NA
118.5,43.5,NA
119.5,43.5,NA
120.5,43.5,NA
121.5,43.5,NA
122.5,43.5,NA
123.5,43.5,NA
124.5,43.5,NA
125.5,43.5,NA
126.5,43.5,NA
127.5,43.5,NA
128.5,43.5,NA
129.5,43.5,NA
130.5,43.5,NA
131.5,43.5,NA
132.5,43.5,NA
133.5,43.5,NA
134.5,43.5,NA
135.5,43.5,1102.3622
136.5,43.5,3559.0552
137.5,43.5,3527.559
138.5,43.5,3181.1023
139.5,43.5,2204.7244
140.5,43.5,566.92914
141.5,43.5,NA
142.5,43.5,NA
143.5,43.5,NA
144.5,43.5,NA
145.5,43.5,0
146.5,43.5,94.48819
147.5,43.5,2614.1733
148.5,43.5,5606.2993
149.5,43.5,7433.071
150.5,43.5,5732.2837
151.5,43.5,5039.37
152.5,43.5,5007.874
153.5,43.5,5196.8506
154.5,43.5,5039.37
155.5,43.5,5511.811
156.5,43.5,5448.819
157.5,43.5,5511.811
158.5,43.5,5511.811
159.5,43.5,5511.811
160.5,43.5,5480.315
161.5,43.5,5511.811
162.5,43.5,5574.803
163.5,43.5,5511.811
164.5,43.5,5574.803
165.5,43.5,5574.803
166.5,43.5,5007.874
167.5,43.5,4850.3936
168.5,43.5,5574.803
169.5,43.5,5732.2837
170.5,43.5,4787.4014
171.5,43.5,5795.2754
172.5,43.5,5039.37
173.5,43.5,5417.3228
174.5,43.5,5606.2993
175.5,43.5,6110.2363
176.5,43.5,5511.811
177.5,43.5,5574.803
178.5,43.5,5826.7715
179.5,43.5,5921.26
-179.5,42.5,6015.748
-178.5,42.5,6015.748
-177.5,42.5,6015.748
-176.5,42.5,6015.748
-175.5,42.5,6015.748
-174.5,42.5,6110.2363
-173.5,42.5,5984.252
-172.5,42.5,5952.756
-171.5,42.5,5952.756
-170.5,42.5,5952.756
-169.5,42.5,5952.756
-168.5,42.5,5921.26
-167.5,42.5,5826.7715
-166.5,42.5,5763.7793
-165.5,42.5,5700.7876
-164.5,42.5,5669.2915
-163.5,42.5,5637.7954
-162.5,42.5,5637.7954
-161.5,42.5,5574.803
-160.5,42.5,5511.811
-159.5,42.5,5354.3306
-158.5,42.5,6047.244
-157.5,42.5,5133.8584
-156.5,42.5,5417.3228
-155.5,42.5,5385.8267
-154.5,42.5,5291.3384
-153.5,42.5,5228.3467
-152.5,42.5,5228.3467
-151.5,42.5,5165.3545
-150.5,42.5,5196.8506
-149.5,42.5,5102.3623
-148.5,42.5,5007.874
-147.5,42.5,5007.874
-146.5,42.5,4850.3936
-145.5,42.5,4692.9136
-144.5,42.5,4661.4175
-143.5,42.5,4566.929
-142.5,42.5,4472.441
-141.5,42.5,4440.945
-140.5,42.5,4346.4565
-139.5,42.5,4283.4644
-138.5,42.5,4188.9766
-137.5,42.5,4094.4883
-136.5,42.5,4157.4805
-135.5,42.5,4062.9922
-134.5,42.5,3968.504
-133.5,42.5,3496.063
-132.5,42.5,3622.0474
-131.5,42.5,3590.5513
-130.5,42.5,3433.0708
-129.5,42.5,3181.1023
-128.5,42.5,3212.5984
-127.5,42.5,2960.63
-126.5,42.5,2614.1733
-125.5,42.5,3023.622
-124.5,42.5,31.496063
-123.5,42.5,NA
-122.5,42.5,NA
-121.5,42.5,NA
-120.5,42.5,NA
-119.5,42.5,NA
-118.5,42.5,NA
-117.5,42.5,NA
-116.5,42.5,NA
-115.5,42.5,NA
-114.5,42.5,NA
-113.5,42.5,NA
-112.5,42.5,NA
-111.5,42.5,NA
-110.5,42.5,NA
-109.5,42.5,NA
-108.5,42.5,NA
-107.5,42.5,NA
-106.5,42.5,NA
-105.5,42.5,NA
-104.5,42.5,NA
-103.5,42.5,NA
-102.5,42.5,NA
-101.5,42.5,NA
-100.5,42.5,NA
-99.5,42.5,NA
-98.5,42.5,NA
-97.5,42.5,NA
-96.5,42.5,NA
-95.5,42.5,NA
-94.5,42.5,NA
-93.5,42.5,NA
-92.5,42.5,NA
-91.5,42.5,NA
-90.5,42.5,NA
-89.5,42.5,NA
-88.5,42.5,NA
-87.5,42.5,NA
-86.5,42.5,NA
-85.5,42.5,NA
-84.5,42.5,NA
-83.5,42.5,NA
-82.5,42.5,NA
-81.5,42.5,NA
-80.5,42.5,NA
-79.5,42.5,NA
-78.5,42.5,NA
-77.5,42.5,NA
-76.5,42.5,NA
-75.5,42.5,NA
-74.5,42.5,NA
-73.5,42.5,NA
-72.5,42.5,NA
-71.5,42.5,NA
-70.5,42.5,31.496063
-69.5,42.5,188.97638
-68.5,42.5,188.97638
-67.5,42.5,220.47244
-66.5,42.5,251.9685
-65.5,42.5,94.48819
-64.5,42.5,850.3937
-63.5,42.5,1543.3071
-62.5,42.5,1858.2677
-61.5,42.5,2708.6614
-60.5,42.5,3622.0474
-59.5,42.5,4283.4644
-58.5,42.5,4503.937
-57.5,42.5,4535.433
-56.5,42.5,4440.945
-55.5,42.5,4472.441
-54.5,42.5,4598.4253
-53.5,42.5,4566.929
-52.5,42.5,3811.0237
-51.5,42.5,2740.1575
-50.5,42.5,2236.2205
-49.5,42.5,2740.1575
-48.5,42.5,3244.0945
-47.5,42.5,3968.504
-46.5,42.5,4535.433
-45.5,42.5,4755.9053
-44.5,42.5,4913.3857
-43.5,42.5,4881.8896
-42.5,42.5,4850.3936
-41.5,42.5,4881.8896
-40.5,42.5,4692.9136
-39.5,42.5,4503.937
-38.5,42.5,4125.9844
-37.5,42.5,4000
-36.5,42.5,4000
-35.5,42.5,4000
-34.5,42.5,4000
-33.5,42.5,3496.063
-32.5,42.5,3496.063
-31.5,42.5,2992.126
-30.5,42.5,2488.189
-29.5,42.5,1952.7559
-28.5,42.5,1889.7638
-27.5,42.5,2551.1812
-26.5,42.5,3370.0789
-25.5,42.5,3055.1182
-24.5,42.5,3496.063
-23.5,42.5,3496.063
-22.5,42.5,3496.063
-21.5,42.5,3433.0708
-20.5,42.5,3937.0078
-19.5,42.5,4220.4727
-18.5,42.5,4157.4805
-17.5,42.5,5039.37
-16.5,42.5,4944.882
-15.5,42.5,5102.3623
-14.5,42.5,5228.3467
-13.5,42.5,5259.8423
-12.5,42.5,4503.937
-11.5,42.5,1574.8031
-10.5,42.5,2299.2126
-9.5,42.5,1196.8503
-8.5,42.5,NA
-7.5,42.5,NA
-6.5,42.5,NA
-5.5,42.5,NA
-4.5,42.5,NA
-3.5,42.5,NA
-2.5,42.5,NA
-1.5,42.5,NA
-0.5,42.5,NA
0.5,42.5,NA
1.5,42.5,NA
2.5,42.5,NA
3.5,42.5,157.48032
4.5,42.5,1511.811
5.5,42.5,2299.2126
6.5,42.5,2614.1733
7.5,42.5,2740.1575
8.5,42.5,1480.315
9.5,42.5,NA
10.5,42.5,251.9685
11.5,42.5,NA
12.5,42.5,NA
13.5,42.5,NA
14.5,42.5,62.992126
15.5,42.5,125.98425
16.5,42.5,188.97638
17.5,42.5,314.96063
18.5,42.5,NA
19.5,42.5,NA
20.5,42.5,NA
21.5,42.5,NA
22.5,42.5,NA
23.5,42.5,NA
24.5,42.5,NA
25.5,42.5,NA
26.5,42.5,NA
27.5,42.5,NA
28.5,42.5,661.4173
29.5,42.5,2047.2441
30.5,42.5,2047.2441
31.5,42.5,2110.2363
32.5,42.5,2204.7244
33.5,42.5,2204.7244
34.5,42.5,2393.7007
35.5,42.5,2015.748
36.5,42.5,2141.7322
37.5,42.5,2173.2283
38.5,42.5,2141.7322
39.5,42.5,2015.748
40.5,42.5,1511.811
41.5,42.5,0
42.5,42.5,NA
43.5,42.5,NA
44.5,42.5,NA
45.5,42.5,NA
46.5,42.5,NA
47.5,42.5,NA
48.5,42.5,NA
49.5,42.5,NA
50.5,42.5,NA
51.5,42.5,NA
52.5,42.5,NA
53.5,42.5,NA
54.5,42.5,NA
55.5,42.5,NA
56.5,42.5,NA
57.5,42.5,NA
58.5,42.5,NA
59.5,42.5,NA
60.5,42.5,NA
61.5,42.5,NA
62.5,42.5,NA
63.5,42.5,NA
64.5,42.5,NA
65.5,42.5,NA
66.5,42.5,NA
67.5,42.5,NA
68.5,42.5,NA
69.5,42.5,NA
70.5,42.5,NA
71.5,42.5,NA
72.5,42.5,NA
73.5,42.5,NA
74.5,42.5,NA
75.5,42.5,NA
76.5,42.5,NA
77.5,42.5,NA
78.5,42.5,NA
79.5,42.5,NA
80.5,42.5,NA
81.5,42.5,NA
82.5,42.5,NA
83.5,42.5,NA
84.5,42.5,NA
85.5,42.5,NA
86.5,42.5,NA
87.5,42.5,NA
88.5,42.5,NA
89.5,42.5,NA
90.5,42.5,NA
91.5,42.5,NA
92.5,42.5,NA
93.5,42.5,NA
94.5,42.5,NA
95.5,42.5,NA
96.5,42.5,NA
97.5,42.5,NA
98.5,42.5,NA
99.5,42.5,NA
100.5,42.5,NA
101.5,42.5,NA
102.5,42.5,NA
103.5,42.5,NA
104.5,42.5,NA
105.5,42.5,NA
106.5,42.5,NA
107.5,42.5,NA
108.5,42.5,NA
109.5,42.5,NA
110.5,42.5,NA
111.5,42.5,NA
112.5,42.5,NA
113.5,42.5,NA
114.5,42.5,NA
115.5,42.5,NA
116.5,42.5,NA
117.5,42.5,NA
118.5,42.5,NA
119.5,42.5,NA
120.5,42.5,NA
121.5,42.5,NA
122.5,42.5,NA
123.5,42.5,NA
124.5,42.5,NA
125.5,42.5,NA
126.5,42.5,NA
127.5,42.5,NA
128.5,42.5,NA
129.5,42.5,NA
130.5,42.5,NA
131.5,42.5,62.992126
132.5,42.5,188.97638
133.5,42.5,1007.874
134.5,42.5,3338.5828
135.5,42.5,3559.0552
136.5,42.5,3716.5354
137.5,42.5,3527.559
138.5,42.5,3590.5513
139.5,42.5,2551.1812
140.5,42.5,62.992126
141.5,42.5,62.992126
142.5,42.5,NA
143.5,42.5,0
144.5,42.5,1480.315
145.5,42.5,2551.1812
146.5,42.5,3716.5354
147.5,42.5,7118.1104
148.5,42.5,5921.26
149.5,42.5,5007.874
150.5,42.5,5007.874
151.5,42.5,5070.866
152.5,42.5,5133.8584
153.5,42.5,5480.315
154.5,42.5,5480.315
155.5,42.5,5511.811
156.5,42.5,5511.811
157.5,42.5,5637.7954
158.5,42.5,5511.811
159.5,42.5,5511.811
160.5,42.5,5511.811
161.5,42.5,5511.811
162.5,42.5,5543.307
163.5,42.5,5165.3545
164.5,42.5,5165.3545
165.5,42.5,5007.874
166.5,42.5,5039.37
167.5,42.5,5007.874
168.5,42.5,5228.3467
169.5,42.5,5669.2915
170.5,42.5,2299.2126
171.5,42.5,5763.7793
172.5,42.5,5826.7715
173.5,42.5,5322.8345
174.5,42.5,5448.819
175.5,42.5,5984.252
176.5,42.5,5826.7715
177.5,42.5,5732.2837
178.5,42.5,5921.26
179.5,42.5,5921.26
-179.5,41.5,5952.756
-178.5,41.5,5921.26
-177.5,41.5,5858.2676
-176.5,41.5,5889.7637
-175.5,41.5,5952.756
-174.5,41.5,5921.26
-173.5,41.5,5889.7637
-172.5,41.5,5858.2676
-171.5,41.5,5858.2676
-170.5,41.5,5826.7715
-169.5,41.5,5858.2676
-168.5,41.5,5858.2676
-167.5,41.5,5795.2754
-166.5,41.5,5732.2837
-165.5,41.5,5700.7876
-164.5,41.5,5669.2915
-163.5,41.5,5637.7954
-162.5,41.5,5606.2993
-161.5,41.5,5574.803
-160.5,41.5,5511.811
-159.5,41.5,5480.315
-158.5,41.5,3527.559
-157.5,41.5,4850.3936
-156.5,41.5,5448.819
-155.5,41.5,5417.3228
-154.5,41.5,5322.8345
-153.5,41.5,5228.3467
-152.5,41.5,5133.8584
-151.5,41.5,5039.37
-150.5,41.5,5228.3467
-149.5,41.5,5007.874
-148.5,41.5,5007.874
-147.5,41.5,5007.874
-146.5,41.5,4976.378
-145.5,41.5,4787.4014
-144.5,41.5,4724.4097
-143.5,41.5,4724.4097
-142.5,41.5,4661.4175
-141.5,41.5,4629.9214
-140.5,41.5,4535.433
-139.5,41.5,4314.9604
-138.5,41.5,4251.9683
-137.5,41.5,4157.4805
-136.5,41.5,4094.4883
-135.5,41.5,4031.496
-134.5,41.5,3968.504
-133.5,41.5,3779.5276
-132.5,41.5,3590.5513
-131.5,41.5,3622.0474
-130.5,41.5,3307.0867
-129.5,41.5,3086.6143
-128.5,41.5,3181.1023
-127.5,41.5,2960.63
-126.5,41.5,2929.1338
-125.5,41.5,3118.1104
-124.5,41.5,220.47244
-123.5,41.5,NA
-122.5,41.5,NA
-121.5,41.5,NA
-120.5,41.5,NA
-119.5,41.5,NA
-118.5,41.5,NA
-117.5,41.5,NA
-116.5,41.5,NA
-115.5,41.5,NA
-114.5,41.5,NA
-113.5,41.5,NA
-112.5,41.5,NA
-111.5,41.5,NA
-110.5,41.5,NA
-109.5,41.5,NA
-108.5,41.5,NA
-107.5,41.5,NA
-106.5,41.5,NA
-105.5,41.5,NA
-104.5,41.5,NA
-103.5,41.5,NA
-102.5,41.5,NA
-101.5,41.5,NA
-100.5,41.5,NA
-99.5,41.5,NA
-98.5,41.5,NA
-97.5,41.5,NA
-96.5,41.5,NA
-95.5,41.5,NA
-94.5,41.5,NA
-93.5,41.5,NA
-92.5,41.5,NA
-91.5,41.5,NA
-90.5,41.5,NA
-89.5,41.5,NA
-88.5,41.5,NA
-87.5,41.5,NA
-86.5,41.5,NA
-85.5,41.5,NA
-84.5,41.5,NA
-83.5,41.5,NA
-82.5,41.5,NA
-81.5,41.5,NA
-80.5,41.5,NA
-79.5,41.5,NA
-78.5,41.5,NA
-77.5,41.5,NA
-76.5,41.5,NA
-75.5,41.5,NA
-74.5,41.5,NA
-73.5,41.5,NA
-72.5,41.5,NA
-71.5,41.5,NA
-70.5,41.5,0
-69.5,41.5,31.496063
-68.5,41.5,62.992126
-67.5,41.5,31.496063
-66.5,41.5,31.496063
-65.5,41.5,2204.7244
-64.5,41.5,3055.1182
-63.5,41.5,3464.567
-62.5,41.5,3842.5198
-61.5,41.5,4346.4565
-60.5,41.5,4598.4253
-59.5,41.5,4787.4014
-58.5,41.5,4913.3857
-57.5,41.5,4976.378
-56.5,41.5,4976.378
-55.5,41.5,4850.3936
-54.5,41.5,4881.8896
-53.5,41.5,5039.37
-52.5,41.5,5039.37
-51.5,41.5,4251.9683
-50.5,41.5,4000
-49.5,41.5,3055.1182
-48.5,41.5,3496.063
-47.5,41.5,4062.9922
-46.5,41.5,4566.929
-45.5,41.5,4818.8975
-44.5,41.5,4881.8896
-43.5,41.5,4913.3857
-42.5,41.5,4913.3857
-41.5,41.5,4944.882
-40.5,41.5,4818.8975
-39.5,41.5,4503.937
-38.5,41.5,4314.9604
-37.5,41.5,4062.9922
-36.5,41.5,4000
-35.5,41.5,4377.9526
-34.5,41.5,3968.504
-33.5,41.5,3622.0474
-32.5,41.5,2992.126
-31.5,41.5,2488.189
-30.5,41.5,2173.2283
-29.5,41.5,1921.2599
-28.5,41.5,2236.2205
-27.5,41.5,2488.189
-26.5,41.5,2866.1418
-25.5,41.5,3307.0867
-24.5,41.5,3527.559
-23.5,41.5,3685.0393
-22.5,41.5,4000
-21.5,41.5,3842.5198
-20.5,41.5,3622.0474
-19.5,41.5,4251.9683
-18.5,41.5,5039.37
-17.5,41.5,5417.3228
-16.5,41.5,5417.3228
-15.5,41.5,5102.3623
-14.5,41.5,5196.8506
-13.5,41.5,5196.8506
-12.5,41.5,5196.8506
-11.5,41.5,3118.1104
-10.5,41.5,3370.0789
-9.5,41.5,2047.2441
-8.5,41.5,NA
-7.5,41.5,NA
-6.5,41.5,NA
-5.5,41.5,NA
-4.5,41.5,NA
-3.5,41.5,NA
-2.5,41.5,NA
-1.5,41.5,NA
-0.5,41.5,NA
0.5,41.5,NA
1.5,41.5,NA
2.5,41.5,31.496063
3.5,41.5,1763.7795
4.5,41.5,2582.6772
5.5,41.5,2519.685
6.5,41.5,2677.1653
7.5,41.5,2803.1497
8.5,41.5,1291.3386
9.5,41.5,94.48819
10.5,41.5,1574.8031
11.5,41.5,1133.8583
12.5,41.5,31.496063
13.5,41.5,NA
14.5,41.5,NA
15.5,41.5,NA
16.5,41.5,62.992126
17.5,41.5,1039.3701
18.5,41.5,1007.874
19.5,41.5,NA
20.5,41.5,NA
21.5,41.5,NA
22.5,41.5,NA
23.5,41.5,NA
24.5,41.5,NA
25.5,41.5,NA
26.5,41.5,NA
27.5,41.5,NA
28.5,41.5,62.992126
29.5,41.5,944.8819
30.5,41.5,787.40155
31.5,41.5,1228.3464
32.5,41.5,NA
33.5,41.5,NA
34.5,41.5,NA
35.5,41.5,NA
36.5,41.5,377.95276
37.5,41.5,1637.7953
38.5,41.5,1921.2599
39.5,41.5,1952.7559
40.5,41.5,1763.7795
41.5,41.5,NA
42.5,41.5,NA
43.5,41.5,NA
44.5,41.5,NA
45.5,41.5,NA
46.5,41.5,NA
47.5,41.5,NA
48.5,41.5,NA
49.5,41.5,NA
50.5,41.5,NA
51.5,41.5,NA
52.5,41.5,NA
53.5,41.5,NA
54.5,41.5,NA
55.5,41.5,NA
56.5,41.5,NA
57.5,41.5,NA
58.5,41.5,NA
59.5,41.5,NA
60.5,41.5,NA
61.5,41.5,NA
62.5,41.5,NA
63.5,41.5,NA
64.5,41.5,NA
65.5,41.5,NA
66.5,41.5,NA
67.5,41.5,NA
68.5,41.5,NA
69.5,41.5,NA
70.5,41.5,NA
71.5,41.5,NA
72.5,41.5,NA
73.5,41.5,NA
74.5,41.5,NA
75.5,41.5,NA
76.5,41.5,NA
77.5,41.5,NA
78.5,41.5,NA
79.5,41.5,NA
80.5,41.5,NA
81.5,41.5,NA
82.5,41.5,NA
83.5,41.5,NA
84.5,41.5,NA
85.5,41.5,NA
86.5,41.5,NA
87.5,41.5,NA
88.5,41.5,NA
89.5,41.5,NA
90.5,41.5,NA
91.5,41.5,NA
92.5,41.5,NA
93.5,41.5,NA
94.5,41.5,NA
95.5,41.5,NA
96.5,41.5,NA
97.5,41.5,NA
98.5,41.5,NA
99.5,41.5,NA
100.5,41.5,NA
101.5,41.5,NA
102.5,41.5,NA
103.5,41.5,NA
104.5,41.5,NA
105.5,41.5,NA
106.5,41.5,NA
107.5,41.5,NA
108.5,41.5,NA
109.5,41.5,NA
110.5,41.5,NA
111.5,41.5,NA
112.5,41.5,NA
113.5,41.5,NA
114.5,41.5,NA
115.5,41.5,NA
116.5,41.5,NA
117.5,41.5,NA
118.5,41.5,NA
119.5,41.5,NA
120.5,41.5,NA
121.5,41.5,NA
122.5,41.5,NA
123.5,41.5,NA
124.5,41.5,NA
125.5,41.5,NA
126.5,41.5,NA
127.5,41.5,NA
128.5,41.5,NA
129.5,41.5,NA
130.5,41.5,2771.6536
131.5,41.5,3055.1182
132.5,41.5,3496.063
133.5,41.5,3527.559
134.5,41.5,3496.063
135.5,41.5,3527.559
136.5,41.5,3496.063
137.5,41.5,3496.063
138.5,41.5,3527.559
139.5,41.5,1543.3071
140.5,41.5,125.98425
141.5,41.5,62.992126
142.5,41.5,1196.8503
143.5,41.5,1637.7953
144.5,41.5,3905.5117
145.5,41.5,6897.6377
146.5,41.5,5795.2754
147.5,41.5,5291.3384
148.5,41.5,5102.3623
149.5,41.5,5228.3467
150.5,41.5,5196.8506
151.5,41.5,5417.3228
152.5,41.5,5228.3467
153.5,41.5,5511.811
154.5,41.5,5511.811
155.5,41.5,5511.811
156.5,41.5,5511.811
157.5,41.5,5511.811
158.5,41.5,5511.811
159.5,41.5,5511.811
160.5,41.5,5511.811
161.5,41.5,5511.811
162.5,41.5,5511.811
163.5,41.5,5039.37
164.5,41.5,4818.8975
165.5,41.5,5007.874
166.5,41.5,5606.2993
167.5,41.5,5511.811
168.5,41.5,5543.307
169.5,41.5,5543.307
170.5,41.5,1952.7559
171.5,41.5,6078.74
172.5,41.5,5417.3228
173.5,41.5,5133.8584
174.5,41.5,5511.811
175.5,41.5,5543.307
176.5,41.5,5700.7876
177.5,41.5,6141.7324
178.5,41.5,6047.244
179.5,41.5,6015.748
-179.5,40.5,5574.803
-178.5,40.5,5700.7876
-177.5,40.5,5606.2993
-176.5,40.5,5637.7954
-175.5,40.5,5826.7715
-174.5,40.5,5858.2676
-173.5,40.5,5826.7715
-172.5,40.5,5795.2754
-171.5,40.5,5732.2837
-170.5,40.5,5700.7876
-169.5,40.5,5763.7793
-168.5,40.5,5858.2676
-167.5,40.5,5763.7793
-166.5,40.5,5700.7876
-165.5,40.5,5700.7876
-164.5,40.5,5700.7876
-163.5,40.5,5669.2915
-162.5,40.5,5637.7954
-161.5,40.5,5669.2915
-160.5,40.5,5574.803
-159.5,40.5,5417.3228
-158.5,40.5,5385.8267
-157.5,40.5,5480.315
-156.5,40.5,5511.811
-155.5,40.5,5417.3228
-154.5,40.5,5322.8345
-153.5,40.5,5228.3467
-152.5,40.5,5133.8584
-151.5,40.5,4944.882
-150.5,40.5,4881.8896
-149.5,40.5,4850.3936
-148.5,40.5,4818.8975
-147.5,40.5,4724.4097
-146.5,40.5,4724.4097
-145.5,40.5,4724.4097
-144.5,40.5,4724.4097
-143.5,40.5,4724.4097
-142.5,40.5,4724.4097
-141.5,40.5,4724.4097
-140.5,40.5,4692.9136
-139.5,40.5,4503.937
-138.5,40.5,4251.9683
-137.5,40.5,4220.4727
-136.5,40.5,4314.9604
-135.5,40.5,4314.9604
-134.5,40.5,4188.9766
-133.5,40.5,4125.9844
-132.5,40.5,3968.504
-131.5,40.5,3748.0315
-130.5,40.5,3464.567
-129.5,40.5,2803.1497
-128.5,40.5,3118.1104
-127.5,40.5,3086.6143
-126.5,40.5,3086.6143
-125.5,40.5,2645.6692
-124.5,40.5,31.496063
-123.5,40.5,NA
-122.5,40.5,NA
-121.5,40.5,NA
-120.5,40.5,NA
-119.5,40.5,NA
-118.5,40.5,NA
-117.5,40.5,NA
-116.5,40.5,NA
-115.5,40.5,NA
-114.5,40.5,NA
-113.5,40.5,NA
-112.5,40.5,NA
-111.5,40.5,NA
-110.5,40.5,NA
-109.5,40.5,NA
-108.5,40.5,NA
-107.5,40.5,NA
-106.5,40.5,NA
-105.5,40.5,NA
-104.5,40.5,NA
-103.5,40.5,NA
-102.5,40.5,NA
-101.5,40.5,NA
-100.5,40.5,NA
-99.5,40.5,NA
-98.5,40.5,NA
-97.5,40.5,NA
-96.5,40.5,NA
-95.5,40.5,NA
-94.5,40.5,NA
-93.5,40.5,NA
-92.5,40.5,NA
-91.5,40.5,NA
-90.5,40.5,NA
-89.5,40.5,NA
-88.5,40.5,NA
-87.5,40.5,NA
-86.5,40.5,NA
-85.5,40.5,NA
-84.5,40.5,NA
-83.5,40.5,NA
-82.5,40.5,NA
-81.5,40.5,NA
-80.5,40.5,NA
-79.5,40.5,NA
-78.5,40.5,NA
