"Latitude","Longitude","Depth","SST","CHL","SGR","source"
41.66,2.8,"10","14","1.06","0.005","Blanes_Bay"
41.66,2.8,"10",NA,"1.35","0.025","Blanes_Bay"
41.66,2.8,"10","11","1.97","0.078","Blanes_Bay"
41.66,2.8,"10","12","2.21","0.062","Blanes_Bay"
41.66,2.8,"10","13","1.13","0.052","Blanes_Bay"
41.66,2.8,"10","14","0.55","0.007","Blanes_Bay"
41.66,2.8,"10","14.5","0.54","0.018","Blanes_Bay"
41.66,2.8,"10","15","0.74","0.066","Blanes_Bay"
41.66,2.8,"10","17","0.51","0.213","Blanes_Bay"
41.66,2.8,"10","17","0.53","0.154","Blanes_Bay"
41.66,2.8,"10","25","0.23","0.111","Blanes_Bay"
41.66,2.8,"10","25.5","0.3","0.124","Blanes_Bay"
41.66,2.8,"10","25.2","0.44","0.827","Blanes_Bay"
41.66,2.8,"10","25.5","0.44","0.28","Blanes_Bay"
41.66,2.8,"10","25.2","0.25","0.113","Blanes_Bay"
41.66,2.8,"10","24.2","0.34","0.074","Blanes_Bay"
41.66,2.8,"10","23","0.24","0.019","Blanes_Bay"
41.66,2.8,"10","22.4","0.32","0.12","Blanes_Bay"
41.66,2.8,"10","18","0.36","0.078","Blanes_Bay"
41.66,2.8,"10","18","0.54","0.256","Blanes_Bay"
41.66,2.8,"10","16","0.87","0.037","Blanes_Bay"
41.66,2.8,"10","16","0.95","0.065","Blanes_Bay"
41.66,2.8,"10","14.5","3.45","0.039","Blanes_Bay"
41.66,2.8,"10","15","2.63","0.096","Blanes_Bay"
41.66,2.8,"10","14","0.86","0.07","Blanes_Bay"
41.66,2.8,"10","12.9","0.86","0.037","Blanes_Bay"
41.66,2.8,"10","12.8","0.94","0.028","Blanes_Bay"
41.66,2.8,"10","12.9","0.81","0.03","Blanes_Bay"
41.66,2.8,"10","12.6","0.46","0.031","Blanes_Bay"
41.66,2.8,"10","12.6","0.4","0.067","Blanes_Bay"
41.66,2.8,"10","17","0.71","0.222","Blanes_Bay"
41.66,2.8,"10","24","0.31","0.143","Blanes_Bay"
41.66,2.8,"10","24.5",NA,"0.555","Blanes_Bay"
41.66,2.8,"10","19.2","0.35","0.088","Blanes_Bay"
41.66,2.8,"10",NA,"0.36","0.138","Blanes_Bay"
41.66,2.8,"10",NA,"0.22","0.131","Blanes_Bay"
41.66,2.8,"10","16","0.7","0.112","Blanes_Bay"
41.66,2.8,"10","14.5","0.48","0.03","Blanes_Bay"
41.66,2.8,"10","13","0.51","0.055","Blanes_Bay"
41.66,2.8,"10","12.11","1.34","0.05","Blanes_Bay"
41.66,2.8,"10","12.36","0.67","0.062","Blanes_Bay"
41.66,2.8,"10","12.95","2.03","0.336","Blanes_Bay"
41.66,2.8,"10","24","0.02","0.086","Blanes_Bay"
41.66,2.8,"10","26.09","0.27","0.065","Blanes_Bay"
41.66,2.8,"10","21.54","0.57","0.148","Blanes_Bay"
41.66,2.8,"10","17.9","0.75","0.106","Blanes_Bay"
41.66,2.8,"10","13.9","0.6","0.065","Blanes_Bay"
41.66,2.8,"10","12.59","0.63","0.889","Blanes_Bay"
41.66,2.8,"10","12","0.54","0.433","Blanes_Bay"
41.66,2.8,"10","13","1.46","0.21","Blanes_Bay"
41.66,2.8,"10","13.5","0.98","0.357","Blanes_Bay"
41.66,2.8,"10","18.4","2.45","0.658","Blanes_Bay"
41.66,2.8,"10","22.38","0.43","0.374","Blanes_Bay"
41.66,2.8,"10","23.74","0.21","0.078","Blanes_Bay"
41.66,2.8,"10","25.6","0.39","1.705","Blanes_Bay"
41.66,2.8,"10","24.58","0.24","0.32","Blanes_Bay"
41.66,2.8,"10","20.3","0.26","0.105","Blanes_Bay"
41.66,2.8,"10","16.5","0.66","0.028","Blanes_Bay"
41.66,2.8,"10","15.6","0.56","0.099","Blanes_Bay"
41.66,2.8,"10","13.43","0.47","0.404","Blanes_Bay"
41.66,2.8,"10","13.49","0.95","0.457","Blanes_Bay"
41.66,2.8,"10","16.03","0.48","0.248","Blanes_Bay"
41.66,2.8,"10","17.46","0.24","0.097","Blanes_Bay"
41.66,2.8,"10","18.8","0.22","0.036","Blanes_Bay"
41.66,2.8,"10","21.94","0.1","0.044","Blanes_Bay"
41.66,2.8,"10","26.22","0.15","0.177","Blanes_Bay"
41.66,2.8,"10","21","0.24","0.033","Blanes_Bay"
41.66,2.8,"10","16.13","0.67","0.161","Blanes_Bay"
41.66,2.8,"10","14","0.72","0.049","Blanes_Bay"
41.66,2.8,"10","13.12","0.56","0.021","Blanes_Bay"
41.66,2.8,"10","12.9","1.07","0.068","Blanes_Bay"
41.66,2.8,"10","13.5","1.91","0.199","Blanes_Bay"
41.66,2.8,"10","13.2","0.46","0.053","Blanes_Bay"
41.66,2.8,"10","16.7","0.72","0.369","Blanes_Bay"
41.66,2.8,"10","16.06","0.44","0.187","Blanes_Bay"
41.66,2.8,"10","16.11","0.24","0.061","Blanes_Bay"
41.66,2.8,"10","17.6","0.86","0.191","Blanes_Bay"
41.66,2.8,"10","21.26","0.18","0.183","Blanes_Bay"
41.66,2.8,"10","23","0.2","0.176","Blanes_Bay"
41.66,2.8,"10","24.3","0.18","0.222","Blanes_Bay"
41.66,2.8,"10","24.2","0.22","0.316","Blanes_Bay"
41.66,2.8,"10","22.15","0.27","0.139","Blanes_Bay"
41.66,2.8,"10","20.23","0.23","0.126","Blanes_Bay"
41.66,2.8,"10","21.1","0.27","0.103","Blanes_Bay"
41.66,2.8,"10","16.11","0.32","0.025","Blanes_Bay"
41.66,2.8,"10","14.84","0.33","0.005","Blanes_Bay"
41.66,2.8,"10","14.07","0.33","0.007","Blanes_Bay"
41.66,2.8,"10","12.72","0.43","0.017","Blanes_Bay"
41.66,2.8,"10","12.16","0.83","0.107","Blanes_Bay"
41.66,2.8,"10","13",NA,"0.024","Blanes_Bay"
41.66,2.8,"10","14.58","1.16","0.076","Blanes_Bay"
41.66,2.8,"10","17.55","0.54","0.082","Blanes_Bay"
41.66,2.8,"10","18.5","0.58","0.065","Blanes_Bay"
41.66,2.8,"10","18.97","0.3","0.046","Blanes_Bay"
41.66,2.8,"10","20.46","0.12","0.064","Blanes_Bay"
41.66,2.8,"10","23.38","0.13","0.033","Blanes_Bay"
41.66,2.8,"10","24.3","0.34","0.14","Blanes_Bay"
41.66,2.8,"10","23.51","0.34","0.082","Blanes_Bay"
41.66,2.8,"10","20.32","0.74","0.043","Blanes_Bay"
41.66,2.8,"10","17.29","0.76","0.025","Blanes_Bay"
41.66,2.8,"10","13.81","1.13","0.031","Blanes_Bay"
41.66,2.8,"10","12.92","1","0.003","Blanes_Bay"
41.66,2.8,"10","12.48","1.29","0.018","Blanes_Bay"
41.66,2.8,"10","11.94","1.25","0.018","Blanes_Bay"
41.66,2.8,"10","12.39","1.95","0.034","Blanes_Bay"
41.66,2.8,"10","13.65","0.49","0.045","Blanes_Bay"
41.66,2.8,"10","15.73","0.44","0.014","Blanes_Bay"
41.66,2.8,"10","15.19","0.93","0.037","Blanes_Bay"
41.66,2.8,"10","19.24","0.56","0.045","Blanes_Bay"
41.66,2.8,"10","23.05","0.43","0.066","Blanes_Bay"
41.66,2.8,"10","24.11","0.44","0.258","Blanes_Bay"
41.66,2.8,"10","17.61","0.78","0.031","Blanes_Bay"
41.66,2.8,"10","15.76","0.53","0.086","Blanes_Bay"
41.66,2.8,"10","14.45","0.51","0.018","Blanes_Bay"
41.66,2.8,"10","12.89","0.81","0.52","Blanes_Bay"
41.66,2.8,"10","12.36","0.96","0.252","Blanes_Bay"
41.66,2.8,"10","17.6","0.49","0.029","Blanes_Bay"
41.66,2.8,"10","22.4","0.2","0.09","Blanes_Bay"
41.66,2.8,"10","23","0.32","0.214","Blanes_Bay"
41.66,2.8,"10","20.64","0.37","0.013","Blanes_Bay"
41.66,2.8,"10","16.76","2.88","0.235","Blanes_Bay"
41.66,2.8,"10","15.46","0.89","0.02","Blanes_Bay"
41.66,2.8,"10","14.39","0.69","0.024","Blanes_Bay"
41.66,2.8,"10","12.24","0.69","0.071","Blanes_Bay"
41.66,2.8,"10","13.18","0.67","0.013","Blanes_Bay"
41.66,2.8,"10","13.82","1.21","0.022","Blanes_Bay"
41.66,2.8,"10","16.8","0.36","0.066","Blanes_Bay"
41.66,2.8,"10","20.06","0.76","0.071","Blanes_Bay"
41.66,2.8,"10","22.01","0.26","0.132","Blanes_Bay"
41.66,2.8,"10","25.35","0.19","0.082","Blanes_Bay"
41.66,2.8,"10","22.46","0.16","1.101","Blanes_Bay"
41.66,2.8,"10","18.31","0.34","0.298","Blanes_Bay"
41.66,2.8,"10","16.66","0.46","0.1","Blanes_Bay"
41.66,2.8,"10","14.25","0.48","0.1","Blanes_Bay"
41.66,2.8,"10","13.27","0.89","0.032","Blanes_Bay"
41.66,2.8,"10","12.76","0.72","0.014","Blanes_Bay"
41.66,2.8,"10","12.78","1.08","0.082","Blanes_Bay"
41.66,2.8,"10","14.51","0.49","0.135","Blanes_Bay"
41.66,2.8,"10","14.96","0.75","0.128","Blanes_Bay"
41.66,2.8,"10","16.92","0.31","0.099","Blanes_Bay"
41.66,2.8,"10","19.8","0.45","0.199","Blanes_Bay"
41.66,2.8,"10","21.61","0.5","0.111","Blanes_Bay"
41.66,2.8,"10","23.58","0.21","0.056","Blanes_Bay"
41.66,2.8,"10","23.41","0.31","0.201","Blanes_Bay"
41.66,2.8,"10","21.4","0.28","0.078","Blanes_Bay"
41.66,2.8,"10","18.06","0.42","0.034","Blanes_Bay"
41.66,2.8,"10","14.42","0.6","0.034","Blanes_Bay"
41.66,2.8,"10","13.61","0.49","0.019","Blanes_Bay"
41.66,2.8,"10","14.28","1.02","0.053","Blanes_Bay"
41.66,2.8,"10","13.4","0.91","0.064","Blanes_Bay"
41.66,2.8,"10","13.76","0.6","0.163","Blanes_Bay"
41.66,2.8,"10","14.12","0.3","0.206","Blanes_Bay"
41.66,2.8,"10","16.22","0.29","0.236","Blanes_Bay"
41.66,2.8,"10","17.53","0.26","0.087","Blanes_Bay"
41.66,2.8,"10","20.66","0.15","0.139","Blanes_Bay"
41.66,2.8,"10","21.99","0.29","0.105","Blanes_Bay"
41.66,2.8,"10","24.77","0.36","0.279","Blanes_Bay"
41.66,2.8,"10","23","0.17","0.301","Blanes_Bay"
41.66,2.8,"10","18.94","0.2","0.093","Blanes_Bay"
41.66,2.8,"10","15.88","0.44","0.69","Blanes_Bay"
41.66,2.8,"10","14.47","0.6","0.025","Blanes_Bay"
41.66,2.8,"10","13.05","0.7","0.018","Blanes_Bay"
41.66,2.8,"10","13.27","0.61","0.014","Blanes_Bay"
41.66,2.8,"10","14.38","0.33","0.008","Blanes_Bay"
41.66,2.8,"10","17.71","0.37","0.026","Blanes_Bay"
41.66,2.8,"10","18.97","0.33","0.017","Blanes_Bay"
41.66,2.8,"10","20.59","0.18","0.018","Blanes_Bay"
41.66,2.8,"10","18.9","0.51","0.01","Blanes_Bay"
41.66,2.8,"10","25.48","0.23","0.028","Blanes_Bay"
41.66,2.8,"10","21.3","0.31","0.025","Blanes_Bay"
41.66,2.8,"10","19.47","0.35","0.026","Blanes_Bay"
41.66,2.8,"10","17.64","0.62","0.022","Blanes_Bay"
41.66,2.8,"10","15.38","0.6","0.027","Blanes_Bay"
41.66,2.8,"10","13.91","1.14","0.042","Blanes_Bay"
41.66,2.8,"10","13.61","1.52","0.027","Blanes_Bay"
41.66,2.8,"10","13.33","0.98","0.02","Blanes_Bay"
41.66,2.8,"10","13.56","0.55","0.012","Blanes_Bay"
41.66,2.8,"10","15.57","0.2","0.018","Blanes_Bay"
41.66,2.8,"10","20.11","0.2","0.03","Blanes_Bay"
41.66,2.8,"10","21.58","0.16","0.028","Blanes_Bay"
41.66,2.8,"10","23.64","0.16","0.005","Blanes_Bay"
41.66,2.8,"10","24","0.17","0.076","Blanes_Bay"
41.66,2.8,"10","22.72","0.27","0.133","Blanes_Bay"
41.66,2.8,"10","19.09","0.35","0.068","Blanes_Bay"
41.66,2.8,"10","17.74","0.44","0.063","Blanes_Bay"
41.66,2.8,"10","13.98","1.27","0.068","Blanes_Bay"
41.66,2.8,"10","12.99","0.43","0.052","Blanes_Bay"
41.66,2.8,"10","12.8","1.2","0.033","Blanes_Bay"
41.66,2.8,"10","13.53","1.13","0.028","Blanes_Bay"
41.66,2.8,"10","13.96","0.34","0.03","Blanes_Bay"
41.66,2.8,"10","16.81","0.35","0.102","Blanes_Bay"
41.66,2.8,"10","20.58","0.26","0.113","Blanes_Bay"
41.66,2.8,"10","23.13","0.13","0.139","Blanes_Bay"
41.66,2.8,"10","26.4","0.23","0.295","Blanes_Bay"
41.66,2.8,"10","23.98","0.19","0.189","Blanes_Bay"
41.66,2.8,"10","22.16","0.36","0.038","Blanes_Bay"
41.66,2.8,"10","19.54","0.46","0.032","Blanes_Bay"
41.66,2.8,"10","13.89","0.34","0.047","Blanes_Bay"
41.66,2.8,"10","13.27","1.16","0.071","Blanes_Bay"
41.66,2.8,"10","12.75","0.34","0.096","Blanes_Bay"
41.66,2.8,"10","12.76","0.45","0.112","Blanes_Bay"
41.66,2.8,"10","12.55","0.52","0.065","Blanes_Bay"
41.66,2.8,"10","15.43","0.52","0.05","Blanes_Bay"
41.66,2.8,"10","21.02","0.27","0.111","Blanes_Bay"
41.66,2.8,"10","23.37","0.35","0.059","Blanes_Bay"
41.66,2.8,"10","25.77","0.17","0.092","Blanes_Bay"
41.66,2.8,"10","25.05","0.11","0.092","Blanes_Bay"
41.66,2.8,"10","19.99","0.26","0.057","Blanes_Bay"
41.66,2.8,"10","18.34","0.36","0.135","Blanes_Bay"
34.07274,33.3034,"3","19.83","0.022","0.05","HotMix"
34.07274,33.3034,"10","19.83","0.025","0.037","HotMix"
34.07274,33.3034,"35","18.47","0.012","0.05","HotMix"
34.07274,33.3034,"60","18.13","0.013","0.015","HotMix"
34.07274,33.3034,"130","17.65","0.066","0.023","HotMix"
34.07274,33.3034,"150","17.44","0.052","0.022","HotMix"
34.07274,33.3034,"200","16.91",NA,"0.01","HotMix"
34.07274,33.3034,"575","13.91",NA,"0.025","HotMix"
34.07274,33.3034,"1000","13.9",NA,"0.023","HotMix"
34.07274,33.3034,"1500","13.9",NA,"0.011","HotMix"
34.07274,33.3034,"2000","13.9",NA,"0.04","HotMix"
34.07274,33.3034,"2230","13.9",NA,"0.224","HotMix"
34.07267,31.4125,"3","19.73","0.029","0.025","HotMix"
34.07267,31.4125,"25","18.8","0.026","0.034","HotMix"
34.07267,31.4125,"120","16.94","0.22","0.022","HotMix"
34.07267,31.4126,"200","16.01",NA,"0.036","HotMix"
34.07267,31.4128,"700","13.83",NA,"0.078","HotMix"
34.07267,31.4129,"1000","13.75",NA,"0.017","HotMix"
34.07267,31.413,"1500","13.83",NA,"0.011","HotMix"
34.07267,31.4132,"2000","13.95",NA,"0.018","HotMix"
34.07267,31.4133,"2511","14.01",NA,"0.032","HotMix"
33.66614,29.34404,"3","19.77","0.022","0.03","HotMix"
33.66614,29.34404,"25","19.54","0.034","0.031","HotMix"
33.66614,29.34404,"50","18.68","0.035","0.028","HotMix"
33.66614,29.34404,"80","18.24","0.061","0.019","HotMix"
33.66614,29.34404,"120","17.79","0.116","0.01","HotMix"
33.66614,29.34404,"140","17.74","0.047","0.013","HotMix"
33.66614,29.34404,"200","17.14",NA,"0.02","HotMix"
33.66614,29.34404,"750","13.91",NA,"0.009","HotMix"
33.66614,29.34404,"1250","13.78",NA,"0.005","HotMix"
33.66614,29.34404,"1500","13.82",NA,"0.065","HotMix"
33.66614,29.34404,"2000","13.93",NA,"0.172","HotMix"
34.07274,27.22594,"3","18.9","0.006","0.074","HotMix"
34.07274,27.22594,"25","18.88","0.015","0.074","HotMix"
34.07274,27.22594,"50","17.66","0.012","0.039","HotMix"
34.07274,27.22594,"90","16.91","0.033","0.031","HotMix"
34.07274,27.22594,"118","16.5","0.065","0.015","HotMix"
34.07274,27.22594,"140","16.49","0.088","0.017","HotMix"
34.07274,27.22594,"200","16.2",NA,"0.005","HotMix"
34.07274,27.22594,"500","14.08",NA,"0.057","HotMix"
34.07274,27.22594,"1250","13.8",NA,"0.021","HotMix"
34.07274,27.22594,"1500","13.83",NA,"0.017","HotMix"
34.07274,27.22594,"2000","13.92",NA,"0.015","HotMix"
34.07274,27.22594,"2630","13.93",NA,"0.019","HotMix"
34.07275,25.23083,"3","18.9","0.029","0.032","HotMix"
34.07275,25.23083,"25","18.51","0.009","0.008","HotMix"
34.07275,25.23083,"50","18.02","0.01","0.046","HotMix"
34.07275,25.23083,"80","17.58","0.034","0.035","HotMix"
34.07275,25.23083,"100","17.42","0.156","0.064","HotMix"
34.07275,25.23083,"130","17.04","0.086","0.304","HotMix"
34.07275,25.23083,"200","16.74",NA,"0.026","HotMix"
34.07275,25.23083,"300","15.68",NA,"0.165","HotMix"
34.07275,25.23083,"400","14.38",NA,"0.049","HotMix"
34.07275,25.23083,"500","15.12",NA,"0.093","HotMix"
34.07275,25.23083,"825","13.9",NA,"0.059","HotMix"
34.07275,25.23083,"1400","13.83",NA,"0.273","HotMix"
34.07275,25.23083,"2000","13.91",NA,"0.013","HotMix"
34.07275,25.23083,"2752","13.91",NA,"0.266","HotMix"
34.07276,23.20834,"3","18.5","0.01","0.103","HotMix"
34.07276,23.20834,"25","17.95","0.026","0.042","HotMix"
34.07276,23.20834,"50","16.75","0.034","0.106","HotMix"
34.07276,23.20834,"75","15.8","0.122","0.055","HotMix"
34.07276,23.20834,"90","15.87","0.204","0.028","HotMix"
34.07276,23.20834,"110","15.53",NA,"0.029","HotMix"
34.07276,23.20834,"200","15",NA,"0.018","HotMix"
34.07276,23.20834,"500","13.78",NA,"0.065","HotMix"
34.07276,23.20834,"1100","13.74",NA,"0.089","HotMix"
34.07276,23.20834,"1500","13.77",NA,"0.253","HotMix"
34.07276,23.20834,"2000","13.82",NA,"0.029","HotMix"
34.07276,23.20834,"2579","13.85",NA,"0.119","HotMix"
34.67266,21.37241,"3","18.45","0.013","0.086","HotMix"
34.67266,21.37241,"25","18.31","0.011","0.224","HotMix"
34.67266,21.37241,"50","16.91","0.019","0.118","HotMix"
34.67266,21.37241,"80","16.8","0.05","0.053","HotMix"
34.67266,21.37241,"110","16.52","0.202","0.056","HotMix"
34.67266,21.37241,"150","16.08","0.03","0.206","HotMix"
34.67266,21.37241,"200","15.8",NA,"0.012","HotMix"
34.67266,21.37241,"500","14.2",NA,"0.11","HotMix"
34.67266,21.37241,"1500","13.79",NA,"0.029","HotMix"
34.67266,21.37241,"1700","13.7",NA,"0.075","HotMix"
34.67266,21.37241,"2000","13.82",NA,"0.042","HotMix"
34.67266,21.37241,"2421","13.86",NA,"0.229","HotMix"
35.95117,19.77201,"3","17.7","0.013","0.042","HotMix"
35.95117,19.77201,"25","17.1","0.008","0.036","HotMix"
35.95117,19.77201,"50","16.6","0.017","0.039","HotMix"
35.95117,19.77201,"80","16.7","0.035","0.017","HotMix"
35.95117,19.77201,"100","16.7","0.078","0.037","HotMix"
35.95117,19.77201,"120","16.45","0.033","0.034","HotMix"
35.95117,19.77201,"200","16.2",NA,"0.046","HotMix"
35.95117,19.77201,"500",NA,NA,"0.092","HotMix"
35.95117,19.77201,"900","13.88",NA,"0.047","HotMix"
35.95117,19.77201,"1500","13.8",NA,"0.278","HotMix"
35.95117,19.77201,"2000","13.82",NA,"0.4","HotMix"
35.95117,19.77201,"3167","13.94",NA,"0.128","HotMix"
37.71518,19.77193,"3","17.98","0.03","0.036","HotMix"
37.71518,19.77193,"25","17.65","0.02","0.032","HotMix"
37.71518,19.77193,"50","16.1","0.041","0.02","HotMix"
37.71518,19.77193,"95","15.7","0.106","0.037","HotMix"
37.71518,19.77193,"120","15.76",NA,"0.043","HotMix"
37.71518,19.77193,"200","15.04",NA,"0.131","HotMix"
37.71518,19.77193,"500","14.2",NA,"0.037","HotMix"
37.71518,19.77193,"900","13.83",NA,"0.034","HotMix"
37.71518,19.77193,"1500","13.78",NA,"0.025","HotMix"
37.71518,19.77193,"2000","13.82",NA,"0.021","HotMix"
37.71518,19.77193,"2500","13.86",NA,"0.043","HotMix"
37.71518,19.77193,"3564","13.8",NA,"0.033","HotMix"
39.02599,19.16129,"3","17.7","0.036","0.032","HotMix"
39.02599,19.16129,"25","17.15","0.042","0.034","HotMix"
39.02599,19.16129,"50","16.03","0.069","0.008","HotMix"
39.02599,19.16129,"75","15.3","0.204","0.015","HotMix"
39.02599,19.16129,"96","15.1","0.244","0.076","HotMix"
39.02599,19.16129,"135","15.2","0.023","0.096","HotMix"
39.02599,19.16129,"200","15",NA,"0.018","HotMix"
39.02599,19.16129,"500","14.2",NA,"0.021","HotMix"
39.02599,19.16129,"950","13.83",NA,"0.191","HotMix"
39.02599,19.16129,"1137","13.78",NA,"0.208","HotMix"
37.81495,18.17318,"3","17.77","0.018","0.024","HotMix"
37.81495,18.17318,"25","16.7","0.016","0.027","HotMix"
37.81495,18.17318,"50","15.7","0.03","0.016","HotMix"
37.81495,18.17318,"70","15.15","0.073","0.015","HotMix"
37.81495,18.17318,"85","15.17","0.228","0.004","HotMix"
37.81495,18.17318,"120","15.26","0.032","0.02","HotMix"
37.81495,18.17318,"200","14.93",NA,"0.033","HotMix"
37.81495,18.17318,"500","14.16",NA,"0.12","HotMix"
37.81495,18.17318,"900","13.8",NA,"0.01","HotMix"
37.81495,18.17318,"1500","13.77",NA,"0.004","HotMix"
37.81495,18.17318,"2000","13.81",NA,"0.008","HotMix"
37.81495,18.17318,"2500","13.85",NA,"0.007","HotMix"
37.81495,18.17318,"2790","13.88",NA,"0.01","HotMix"
36.00001,17.41668,"3","18.35","0.028","0.25","HotMix"
36.00001,17.41668,"25","17.5","0.023","0.016","HotMix"
36.00001,17.41668,"50","17.25","0.034","0.016","HotMix"
36.00001,17.41668,"90","16.07","0.074","0.013","HotMix"
36.00001,17.41668,"120","16.15","0.189","0.055","HotMix"
36.00001,17.41668,"150","15.76","0.076","0.027","HotMix"
36.00001,17.41668,"200","15.53",NA,"0.015","HotMix"
36.00001,17.41668,"500","14.8",NA,"0.095","HotMix"
36.00001,17.41668,"1200","13.82",NA,"0.004","HotMix"
36.00001,17.41668,"1500","13.79",NA,"0.006","HotMix"
36.00001,17.41668,"2000","13.82",NA,"0.005","HotMix"
36.00001,17.41668,"3000","13.91",NA,"0.036","HotMix"
36.00001,17.41668,"3771","14.04",NA,"0.094","HotMix"
35.9999,13.0004,"3","17.61","0.022","0.023","HotMix"
35.9999,13.0004,"25","16.74","0.054","0.018","HotMix"
35.9999,13.0004,"50","16.04","0.109","0.018","HotMix"
35.9999,13.0004,"80","15.01","0.311","0.012","HotMix"
35.9999,13.0004,"95","15.03","0.208","0.008","HotMix"
35.9999,13.0004,"115","14.96","0.084","0.003","HotMix"
35.9999,13.0004,"300","14.8",NA,"0.008","HotMix"
35.9999,13.0004,"600","14.03",NA,"0.003","HotMix"
37.845,11.419,"3","18","0.066","0.064","HotMix"
37.845,11.419,"25","15.91","0.209","0.083","HotMix"
37.845,11.419,"40","14.87","0.258","0.018","HotMix"
37.845,11.419,"55","14.74","0.196","0.017","HotMix"
37.845,11.419,"85","14.72","0.081","0.01","HotMix"
37.845,11.419,"200","14.03",NA,"0.046","HotMix"
37.845,11.419,"400","14.18",NA,"0.105","HotMix"
37.845,11.419,"539","14.13",NA,"0.035","HotMix"
39.579,11.413,"3","19.14","0.05","0.104","HotMix"
39.579,11.413,"25","16.7","0.041","0.038","HotMix"
39.579,11.413,"55","14.98","0.068","0.025","HotMix"
39.579,11.413,"75","14.3","0.097","0.037","HotMix"
39.579,11.413,"100","14.08",NA,"0.009","HotMix"
39.579,11.413,"120","14",NA,"0.009","HotMix"
39.579,11.413,"400",NA,NA,"0.017","HotMix"
39.579,11.413,"559","13.93",NA,"0.094","HotMix"
39.579,11.413,"900","13.73",NA,"0.01","HotMix"
39.579,11.413,"1400","13.42",NA,"0.016","HotMix"
39.579,11.413,"2000","13.42",NA,"0.018","HotMix"
39.579,11.413,"2500","13.49",NA,"0.045","HotMix"
39.579,11.413,"3165","13.49",NA,"0.084","HotMix"
41.25,10.584,"3","16.2","0.096","0.044","HotMix"
41.25,10.584,"25","16.2","0.121","0.023","HotMix"
41.25,10.584,"40","16.1","0.163","0.025","HotMix"
41.25,10.584,"50","16.1","0.401","0.042","HotMix"
41.25,10.584,"75","14.01","0.225","0.033","HotMix"
41.25,10.584,"90","13.96","0.082","0.008","HotMix"
41.25,10.584,"200","13.95",NA,"0.007","HotMix"
41.25,10.584,"350","13.95",NA,"0.005","HotMix"
41.25,10.584,"525","13.37",NA,"0.019","HotMix"
41.25,10.584,"1000","13.56",NA,"0.055","HotMix"
41.25,10.584,"1407","13.36",NA,"0.153","HotMix"
41.489,7.492,"3","16.26","0.116","0.038","HotMix"
41.489,7.492,"25","16.13","0.138","0.017","HotMix"
41.489,7.492,"50","13.93","0.452","0.012","HotMix"
41.489,7.492,"60","13.75","0.621","0.009","HotMix"
41.489,7.492,"70","13.65","0.034","0.007","HotMix"
41.489,7.492,"80","13.6","0.307","0.003","HotMix"
41.489,7.492,"200","13.43",NA,"0.067","HotMix"
41.489,7.492,"350","13.52",NA,"0.029","HotMix"
41.489,7.492,"500","13.34",NA,"0.053","HotMix"
41.489,7.492,"1000","13.2",NA,"0.211","HotMix"
41.489,7.492,"1500","13.2",NA,"0.023","HotMix"
41.489,7.492,"2000","13.2",NA,"0.062","HotMix"
41.489,7.492,"2841","13.36",NA,"0.248","HotMix"
40.182,6.492,"3","16.35","0.03","0.016","HotMix"
40.182,6.492,"25","16.29","0.027","0.042","HotMix"
40.182,6.492,"50","14.7","0.133","0.024","HotMix"
40.182,6.492,"60","14.25","0.082","0.035","HotMix"
40.182,6.492,"70","14.02","0.125","0.008","HotMix"
40.182,6.492,"90","13.8","0.073","0.024","HotMix"
40.182,6.492,"200","13.73",NA,"0.086","HotMix"
40.182,6.492,"350","13.83",NA,"0.028","HotMix"
40.182,6.492,"600","13.48",NA,"0.064","HotMix"
40.182,6.492,"1000","13.26",NA,"0.012","HotMix"
40.182,6.492,"1500","13.13",NA,"0.013","HotMix"
40.182,6.492,"2000","13.21",NA,"0.036","HotMix"
40.182,6.492,"2881","13.36",NA,"0.011","HotMix"
38.6,7.025,"3","16.8","0.022","0.043","HotMix"
38.6,7.025,"25","16.69","0.111","0.036","HotMix"
38.6,7.025,"50","15.2","0.179","0.038","HotMix"
38.6,7.025,"60","14.7","0.107","0.03","HotMix"
38.6,7.025,"70","14.51","0.135","0.018","HotMix"
38.6,7.025,"90","14.43","0.028","0.009","HotMix"
38.6,7.025,"200","13.95",NA,"0.009","HotMix"
38.6,7.025,"350","13.42",NA,"0.037","HotMix"
38.6,7.025,"600","13.29",NA,"0.202","HotMix"
38.6,7.025,"1000","13.14",NA,"0.016","HotMix"
38.6,7.025,"1500","13.13",NA,"0.04","HotMix"
38.6,7.025,"2000","13.2",NA,"0.033","HotMix"
38.6,7.025,"2500","13.29",NA,"0.027","HotMix"
38.6,7.025,"2885","13.36",NA,"0.097","HotMix"
38.413,5.215,"3","18.3","0.04","0.116","HotMix"
38.413,5.215,"25","18.1","0.024","0.089","HotMix"
38.413,5.215,"50","16.5","0.059","0.025","HotMix"
38.413,5.215,"65","15.4","0.139","0.025","HotMix"
38.413,5.215,"85","14.8","0.059","0.005","HotMix"
38.413,5.215,"100","14.78","0.063","0.006","HotMix"
38.413,5.215,"200","13.37",NA,"0.003","HotMix"
38.413,5.215,"450","13.37",NA,"0.007","HotMix"
38.413,5.215,"600","13.3",NA,"0.008","HotMix"
38.413,5.215,"1000","13.15",NA,"0.042","HotMix"
38.413,5.215,"1500","13.13",NA,"0.018","HotMix"
