"Latitude","Longitude","Depth","SST","CHL","SGR","source"
-34.0602777777778,176.026388888889,"800","7.03",NA,"0.0185","Malaspina"
-28.4102777777778,179.146666666667,"3500","1.85",NA,"0.06818","Malaspina"
-25.4941666666667,-179.528333333333,"3","23.99","0.13","0.09809","Malaspina"
-25.4941666666667,-179.528333333333,"51","24.02","0.148","0.02689","Malaspina"
-25.4941666666667,-179.528333333333,"84","23.92","0.199","0.03746","Malaspina"
-25.4941666666667,-179.528333333333,"107","21.56",NA,"0.05963","Malaspina"
-25.4941666666667,-179.528333333333,"127","20.97","0.306","0.05685","Malaspina"
-25.4941666666667,-179.528333333333,"2150","2.16",NA,"0.0378","Malaspina"
-23.3841666666667,-178.218055555556,"3","26.67","0.162","0.21718","Malaspina"
-23.3841666666667,-178.218055555556,"350","16.73",NA,"0.50309","Malaspina"
-23.3841666666667,-178.218055555556,"750","6.45",NA,"0.53999","Malaspina"
-23.3841666666667,-178.218055555556,"2000","2.45",NA,"0.0117","Malaspina"
-23.3841666666667,-178.218055555556,"2500","2.39",NA,"0.01161","Malaspina"
-18.5680555555556,-175.827777777778,"3","28.54","0.183","1.29935","Malaspina"
-18.5680555555556,-175.827777777778,"35","28.44","0.174","0.12007","Malaspina"
-18.5680555555556,-175.827777777778,"60","26.71","0.252","0.14186","Malaspina"
-18.5680555555556,-175.827777777778,"95","24.27","0.437","0.32509","Malaspina"
-18.5680555555556,-175.827777777778,"115","23.49","0.341","0.05305","Malaspina"
-18.5680555555556,-175.827777777778,"1800","2.46",NA,"0.0373","Malaspina"
-15.905,-174.489166666667,"3","29.12","0.101","1.93373","Malaspina"
-15.905,-174.489166666667,"35","29.11","0.104","0.16589","Malaspina"
-15.905,-174.489166666667,"60","28.8",NA,"0.1522","Malaspina"
-15.905,-174.489166666667,"95","27.19",NA,"0.04162","Malaspina"
-15.905,-174.489166666667,"115","26.41",NA,"0.25933","Malaspina"
-15.905,-174.489166666667,"400","11.82",NA,"0.04055","Malaspina"
-15.905,-174.489166666667,"500","8.69",NA,"0.01867","Malaspina"
-15.905,-174.489166666667,"700","5.74",NA,"0.18091","Malaspina"
-15.905,-174.489166666667,"1200","3.37",NA,"0.00442","Malaspina"
-15.905,-174.489166666667,"2000","2.44",NA,"0.06628","Malaspina"
-13.5408333333333,-173.375277777778,"3","29.31","0.086","1.11848","Malaspina"
-13.5408333333333,-173.375277777778,"35","29.24","0.107","0.19891","Malaspina"
-13.5408333333333,-173.375277777778,"60","29.07","0.132","0.25037","Malaspina"
-13.5408333333333,-173.375277777778,"113","27.44","0.509","0.12166","Malaspina"
-13.5408333333333,-173.375277777778,"133","26.56","0.302","0.14859","Malaspina"
-13.5408333333333,-173.375277777778,"300","17.31",NA,"0.03983","Malaspina"
-13.5408333333333,-173.375277777778,"450","10.13",NA,"0.03956","Malaspina"
-13.5408333333333,-173.375277777778,"550","7.22",NA,"0.03461","Malaspina"
-13.5408333333333,-173.375277777778,"650","6",NA,"0.05553","Malaspina"
-13.5408333333333,-173.375277777778,"4000","1.26",NA,"0.00668","Malaspina"
-11.2477777777778,-172.638333333333,"3","29.25","0.063","0.54624","Malaspina"
-11.2477777777778,-172.638333333333,"40","29.2","0.086","0.07672","Malaspina"
-11.2477777777778,-172.638333333333,"68","28.87","0.131","0.14849","Malaspina"
-11.2477777777778,-172.638333333333,"115","27.54","0.342","0.32395","Malaspina"
-11.2477777777778,-172.638333333333,"135","25.98","0.277","0.33566","Malaspina"
-11.2477777777778,-172.638333333333,"500","7.91",NA,"0.29962","Malaspina"
-11.2477777777778,-172.638333333333,"4000","1.24",NA,"0.00919","Malaspina"
-9.47916666666667,-172.307777777778,"3","29.14","0.067","1.81137","Malaspina"
-9.47916666666667,-172.307777777778,"42","29.14","0.09","0.01449","Malaspina"
-9.47916666666667,-172.307777777778,"70","28.78","0.135","0.10378","Malaspina"
-9.47916666666667,-172.307777777778,"110","27.09","0.311","0.02341","Malaspina"
-9.47916666666667,-172.307777777778,"130","26.08","0.237","0.07728","Malaspina"
-9.47916666666667,-172.307777777778,"320","12.76",NA,"0.02231","Malaspina"
-9.47916666666667,-172.307777777778,"550","7.26",NA,"0.12163","Malaspina"
-9.47916666666667,-172.307777777778,"750","5.47",NA,"0.0597","Malaspina"
-9.47916666666667,-172.307777777778,"2000","2.15",NA,"0.00054","Malaspina"
-9.47916666666667,-172.307777777778,"4000","1.36",NA,"0.00265","Malaspina"
-5.75,-170.745555555556,"3","28.33","0.18","0.61275","Malaspina"
-5.75,-170.745555555556,"35","28.29","0.206","0.02754","Malaspina"
-5.75,-170.745555555556,"60","27.93","0.288","0.2519","Malaspina"
-5.75,-170.745555555556,"80","27.75","0.312","0.41858","Malaspina"
-5.75,-170.745555555556,"100","27.55","0.305","0.11804","Malaspina"
-5.75,-170.745555555556,"500","8.21",NA,"0.0433","Malaspina"
-5.75,-170.745555555556,"4000","1.43",NA,"0.01223","Malaspina"
-3.41722222222222,-169.470833333333,"3","28.13","0.193","1.51552","Malaspina"
-3.41722222222222,-169.470833333333,"35","28.15",NA,"0.12458","Malaspina"
-3.41722222222222,-169.470833333333,"55","28.15","0.242","0.12814","Malaspina"
-3.41722222222222,-169.470833333333,"65","28.03",NA,"0.6833","Malaspina"
-3.41722222222222,-169.470833333333,"85","27.4","0.327","0.06604","Malaspina"
-3.41722222222222,-169.470833333333,"450","8.47",NA,"0.23801","Malaspina"
-3.41722222222222,-169.470833333333,"580","7.42",NA,"0.02396","Malaspina"
-3.41722222222222,-169.470833333333,"650","6.71",NA,"0.03653","Malaspina"
-3.41722222222222,-169.470833333333,"1500","3",NA,"0.00174","Malaspina"
-3.41722222222222,-169.470833333333,"4000","1.4",NA,"0.00953","Malaspina"
-1.30527777777778,-168.356666666667,"3","27.49","0.219","1.21976","Malaspina"
-1.30527777777778,-168.356666666667,"35","27.49","0.256","0.27695","Malaspina"
-1.30527777777778,-168.356666666667,"50","27.43","0.287","0.37809","Malaspina"
-1.30527777777778,-168.356666666667,"70","27.34","0.278","0.13783","Malaspina"
-1.30527777777778,-168.356666666667,"90","27.33","0.23","0.15124","Malaspina"
-1.30527777777778,-168.356666666667,"370","9.92",NA,"0.0134","Malaspina"
-1.30527777777778,-168.356666666667,"750","6.02",NA,"0.01411","Malaspina"
-1.30527777777778,-168.356666666667,"810","5.44",NA,"0.01908","Malaspina"
-1.30527777777778,-168.356666666667,"1500","3.08",NA,"0.00197","Malaspina"
-1.30527777777778,-168.356666666667,"4000","1.42",NA,"0.04134","Malaspina"
1.60916666666667,-166.860277777778,"3","27.22","0.313","1.51058","Malaspina"
1.60916666666667,-166.860277777778,"35","27.23","0.346","0.23959","Malaspina"
1.60916666666667,-166.860277777778,"55","27.22","0.356","0.43684","Malaspina"
1.60916666666667,-166.860277777778,"80","27.2","0.365","0.16285","Malaspina"
1.60916666666667,-166.860277777778,"100","26.77","0.311","0.33841","Malaspina"
1.60916666666667,-166.860277777778,"500","7.97",NA,"0.35544","Malaspina"
1.60916666666667,-166.860277777778,"4000","1.39",NA,"0.00041","Malaspina"
3.75805555555556,-165.7775,"3","27.58","0.353","0.8174","Malaspina"
3.75805555555556,-165.7775,"30","27.59","0.356","0.0712","Malaspina"
3.75805555555556,-165.7775,"50","27.59","0.354","0.04548","Malaspina"
3.75805555555556,-165.7775,"80","27.33","0.337","0.2541","Malaspina"
3.75805555555556,-165.7775,"100","26.48","0.338","0.06436","Malaspina"
3.75805555555556,-165.7775,"500","7.75",NA,"0.06017","Malaspina"
3.75805555555556,-165.7775,"700","6.05",NA,"0.03088","Malaspina"
3.75805555555556,-165.7775,"800","5.45",NA,"0.02669","Malaspina"
3.75805555555556,-165.7775,"2000","2.24",NA,"2e-05","Malaspina"
3.75805555555556,-165.7775,"4000","1.42",NA,"8e-05","Malaspina"
6.99805555555556,-164.375,"3","27.35","0.281","1.1619","Malaspina"
6.99805555555556,-164.375,"30","27.36","0.292","0.06086","Malaspina"
6.99805555555556,-164.375,"50","27.36","0.299","0.15288","Malaspina"
6.99805555555556,-164.375,"80","26.37","0.4","0.31068","Malaspina"
6.99805555555556,-164.375,"100","23.53","0.285","0.43919","Malaspina"
6.99805555555556,-164.375,"400","8.87",NA,"0.064","Malaspina"
6.99805555555556,-164.375,"600","6.99",NA,"0.01282","Malaspina"
6.99805555555556,-164.375,"750","5.96",NA,"0.03645","Malaspina"
6.99805555555556,-164.375,"2000","2.15",NA,"0.00283","Malaspina"
6.99805555555556,-164.375,"4000","1.41",NA,"0.01056","Malaspina"
9.20194444444444,-163.502777777778,"3","26.89","0.293","1.21969","Malaspina"
9.20194444444444,-163.502777777778,"30","26.9","0.3","0.17755","Malaspina"
9.20194444444444,-163.502777777778,"50","26.9","0.328","0.14959","Malaspina"
9.20194444444444,-163.502777777778,"90","20.33","0.437","0.77792","Malaspina"
9.20194444444444,-163.502777777778,"110","15.85","0.233","0.16149","Malaspina"
9.20194444444444,-163.502777777778,"500","8.46",NA,"0.01854","Malaspina"
9.20194444444444,-163.502777777778,"4000","1.45",NA,"0.01177","Malaspina"
11.5986111111111,-162.415833333333,"3","26.35","0.082","0.55141","Malaspina"
11.5986111111111,-162.415833333333,"45","26.36","0.089","0.32436","Malaspina"
11.5986111111111,-162.415833333333,"70","26.36","0.091","0.33989","Malaspina"
11.5986111111111,-162.415833333333,"140","20.22","0.358","0.1209","Malaspina"
11.5986111111111,-162.415833333333,"160","18.95","0.391","0.12863","Malaspina"
11.5986111111111,-162.415833333333,"375","8.73",NA,"0.01566","Malaspina"
11.5986111111111,-162.415833333333,"600","7.01",NA,"0.13081","Malaspina"
11.5986111111111,-162.415833333333,"4000","1.43",NA,"0.00494","Malaspina"
17.9763888888889,-159.435277777778,"5","25.36",NA,"1.20415","Malaspina"
17.9763888888889,-159.435277777778,"40","25.44",NA,"0.3065","Malaspina"
17.9763888888889,-159.435277777778,"80","25.06",NA,"0.15049","Malaspina"
17.9763888888889,-159.435277777778,"140","23.2",NA,"0.11819","Malaspina"
17.9763888888889,-159.435277777778,"160","21.65",NA,"0.21672","Malaspina"
17.9763888888889,-159.435277777778,"550","6.05",NA,"0.16255","Malaspina"
17.9763888888889,-159.435277777778,"600","5.69",NA,"0.17404","Malaspina"
21.8944444444444,-155.673055555556,"3","24.65","0.16","0.00255","Malaspina"
21.8944444444444,-155.673055555556,"44","24.57","0.126","0.00209","Malaspina"
21.8944444444444,-155.673055555556,"72","24.51","0.149","0.00366","Malaspina"
21.8944444444444,-155.673055555556,"125","23.46","0.375","0.00143","Malaspina"
21.8944444444444,-155.673055555556,"145","22.94","0.33","0.00361","Malaspina"
21.8944444444444,-155.673055555556,"320","12.83",NA,"0.10083","Malaspina"
21.8944444444444,-155.673055555556,"500","7.1",NA,"0.16052","Malaspina"
21.8944444444444,-155.673055555556,"730","5.07",NA,"0.05643","Malaspina"
21.8944444444444,-155.673055555556,"2000","2.2",NA,"0.10052","Malaspina"
21.8944444444444,-155.673055555556,"4000","1.47",NA,"0.15751","Malaspina"
21.5722222222222,-153.419166666667,"3","24.55","0.186","0.01986","Malaspina"
21.5722222222222,-153.419166666667,"75","23.44","0.161","0.00586","Malaspina"
21.5722222222222,-153.419166666667,"140","20.82","0.373","0.00301","Malaspina"
21.5722222222222,-153.419166666667,"150","20.48",NA,"0.0055","Malaspina"
21.5722222222222,-153.419166666667,"160","19.96","0.188","0.02914","Malaspina"
21.5722222222222,-153.419166666667,"420","7.86",NA,"0.11121","Malaspina"
21.5722222222222,-153.419166666667,"500","7.18",NA,"0.19345","Malaspina"
21.5722222222222,-153.419166666667,"2000","2.26",NA,"0.01515","Malaspina"
21.5722222222222,-153.419166666667,"4005","1.47",NA,"0.03057","Malaspina"
21.0730555555556,-150.320555555556,"3","24.02","0.093","0.10384","Malaspina"
21.0730555555556,-150.320555555556,"49","24","0.12","0.06341","Malaspina"
21.0730555555556,-150.320555555556,"80","23.94","0.176","0.13355","Malaspina"
21.0730555555556,-150.320555555556,"100","22.83",NA,"0.38899","Malaspina"
21.0730555555556,-150.320555555556,"120","20.62","0.496","0.03654","Malaspina"
21.0730555555556,-150.320555555556,"451","7.1",NA,"0.09513","Malaspina"
21.0730555555556,-150.320555555556,"4000","1.48",NA,"0.00373","Malaspina"
20.7836111111111,-148.270833333333,"3","23.86",NA,"0.08031","Malaspina"
20.7836111111111,-148.270833333333,"50","23.85","0.163","0.03825","Malaspina"
20.7836111111111,-148.270833333333,"83","23.44",NA,"0.03068","Malaspina"
20.7836111111111,-148.270833333333,"115","22.93",NA,"0.01605","Malaspina"
20.7836111111111,-148.270833333333,"135","21.96","0.585","0.02909","Malaspina"
20.7836111111111,-148.270833333333,"330","10.72",NA,"0.01994","Malaspina"
20.7836111111111,-148.270833333333,"500","6.76",NA,"0.05027","Malaspina"
20.7836111111111,-148.270833333333,"750","5.45",NA,"0.07557","Malaspina"
20.7836111111111,-148.270833333333,"2000","2.2",NA,"0.01307","Malaspina"
20.7836111111111,-148.270833333333,"4000","1.49",NA,"0.03415","Malaspina"
19.8969444444444,-141.594444444444,"3","23.39","0.123","0.06744","Malaspina"
19.8969444444444,-141.594444444444,"40","23.33","0.131","0.06174","Malaspina"
19.8969444444444,-141.594444444444,"60","22.16","0.146","0.05245","Malaspina"
19.8969444444444,-141.594444444444,"125","20.81","0.414","0.01958","Malaspina"
19.8969444444444,-141.594444444444,"145","19.84","0.251","0.01918","Malaspina"
19.8969444444444,-141.594444444444,"270","11.2",NA,"0.00613","Malaspina"
19.8969444444444,-141.594444444444,"425","7.77",NA,"0.06054","Malaspina"
19.8969444444444,-141.594444444444,"550","6.66",NA,"0.0329","Malaspina"
19.8969444444444,-141.594444444444,"2000","2.23",NA,"0.00271","Malaspina"
19.8969444444444,-141.594444444444,"4000","1.48",NA,"0.00584","Malaspina"
19.2872222222222,-138.975277777778,"3","22.35","0.096","0.07114","Malaspina"
19.2872222222222,-138.975277777778,"57","22.27","0.219","0.05466","Malaspina"
19.2872222222222,-138.975277777778,"94","22.06","0.257","0.04159","Malaspina"
19.2872222222222,-138.975277777778,"130","21.18","0.473","0.02182","Malaspina"
19.2872222222222,-138.975277777778,"150","20.92","0.244","0.01534","Malaspina"
19.2872222222222,-138.975277777778,"420","8.24",NA,"0.04753","Malaspina"
19.2872222222222,-138.975277777778,"4000","1.47",NA,"0.01896","Malaspina"
18.6552777777778,-136.185833333333,"3","22.73","0.148","0.04227","Malaspina"
18.6552777777778,-136.185833333333,"42","22.72","0.165","0.0614","Malaspina"
18.6552777777778,-136.185833333333,"69","22.29","0.223","0.03828","Malaspina"
18.6552777777778,-136.185833333333,"120","20.81","0.491","0.03136","Malaspina"
18.6552777777778,-136.185833333333,"140","19.92","0.24","0.0223","Malaspina"
18.6552777777778,-136.185833333333,"213","12.21",NA,"0.05387","Malaspina"
18.6552777777778,-136.185833333333,"370","8.51",NA,"0.08356","Malaspina"
18.6552777777778,-136.185833333333,"600","6.56",NA,"0.24883","Malaspina"
18.6552777777778,-136.185833333333,"2000","2.2",NA,"0.00174","Malaspina"
18.6552777777778,-136.185833333333,"4000","1.48",NA,"0.00991","Malaspina"
18.0352777777778,-133.266388888889,"3","22.02","0.14","2.00635","Malaspina"
18.0352777777778,-133.266388888889,"35","21.94","0.143","0.68765","Malaspina"
18.0352777777778,-133.266388888889,"58","21.94","0.142","0.07192","Malaspina"
18.0352777777778,-133.266388888889,"125","20.98","0.344","0.01564","Malaspina"
18.0352777777778,-133.266388888889,"145","19.98","0.314","0.01352","Malaspina"
18.0352777777778,-133.266388888889,"370","9.6",NA,"0.03235","Malaspina"
18.0352777777778,-133.266388888889,"4000","1.48",NA,"0.00378","Malaspina"
17.3727777777778,-130.618333333333,"3","21.65","0.175","0.05082","Malaspina"
17.3727777777778,-130.618333333333,"53","21.66","0.144","0.05191","Malaspina"
17.3727777777778,-130.618333333333,"87","21.59","0.319","0.00428","Malaspina"
17.3727777777778,-130.618333333333,"110","20.09","0.384","0.02325","Malaspina"
17.3727777777778,-130.618333333333,"130","17.88","0.363","0.0212","Malaspina"
17.3727777777778,-130.618333333333,"200","11.46",NA,"0.05579","Malaspina"
17.3727777777778,-130.618333333333,"400","8.22",NA,"0.01965","Malaspina"
17.3727777777778,-130.618333333333,"510","7.25",NA,"0.02509","Malaspina"
17.3727777777778,-130.618333333333,"2000","2.13",NA,"0.00123","Malaspina"
17.3727777777778,-130.618333333333,"4000","1.46",NA,"0.00478","Malaspina"
15.9144444444444,-124.478611111111,"3","23.44","0.435","0.08709","Malaspina"
15.9144444444444,-124.478611111111,"34","23.44","0.519","0.09059","Malaspina"
15.9144444444444,-124.478611111111,"40","23.37","0.37","0.04879","Malaspina"
15.9144444444444,-124.478611111111,"60","20.99","0.446","0.03811","Malaspina"
15.9144444444444,-124.478611111111,"290","10.38",NA,"0.01804","Malaspina"
15.9144444444444,-124.478611111111,"4000","1.49",NA,"0.00404","Malaspina"
15.3172222222222,-122.003333333333,"3","24.22","0.254","0.0973","Malaspina"
15.3172222222222,-122.003333333333,"36","23.86","0.25","0.13141","Malaspina"
15.3172222222222,-122.003333333333,"50","23.38","0.355","0.0538","Malaspina"
15.3172222222222,-122.003333333333,"137","13.38","0.467","0.02767","Malaspina"
15.3172222222222,-122.003333333333,"157","12.54","0.226","0.0205","Malaspina"
15.3172222222222,-122.003333333333,"310","10.04",NA,"0.00467","Malaspina"
15.3172222222222,-122.003333333333,"380","9.31",NA,"0.02468","Malaspina"
15.3172222222222,-122.003333333333,"650","6.48",NA,"0.87401","Malaspina"
15.3172222222222,-122.003333333333,"2000","2.12",NA,"0.0041","Malaspina"
15.3172222222222,-122.003333333333,"3850","1.52",NA,"0.01229","Malaspina"
14.5363888888889,-118.778333333333,"3","24.91","0.206","0.08602","Malaspina"
14.5363888888889,-118.778333333333,"36","23.26","0.255","0.06155","Malaspina"
14.5363888888889,-118.778333333333,"60","22.09","0.287","0.07197","Malaspina"
14.5363888888889,-118.778333333333,"88","20.32","0.659","0.0626","Malaspina"
14.5363888888889,-118.778333333333,"110","14.82","0.396","0.06575","Malaspina"
14.5363888888889,-118.778333333333,"144","12.95","0.346","0.02619","Malaspina"
14.5363888888889,-118.778333333333,"160","12.52","0.311","0.06618","Malaspina"
14.5363888888889,-118.778333333333,"200","11.61",NA,"0.00276","Malaspina"
14.5363888888889,-118.778333333333,"300","10.24","0.07","0.01012","Malaspina"
14.5363888888889,-118.778333333333,"630","6.53",NA,"0.15894","Malaspina"
14.5363888888889,-118.778333333333,"2000","2.28",NA,"0.00542","Malaspina"
14.5363888888889,-118.778333333333,"4000","1.53",NA,"0.00419","Malaspina"
13.8063888888889,-115.760277777778,"3","26.28","0.183","0.14508","Malaspina"
13.8063888888889,-115.760277777778,"77","19","0.613","0.10414","Malaspina"
13.8063888888889,-115.760277777778,"90","14.92","0.5","0.07017","Malaspina"
13.8063888888889,-115.760277777778,"110","12.87","0.523","0.01559","Malaspina"
13.8063888888889,-115.760277777778,"133","12.33","0.25","0.024","Malaspina"
13.8063888888889,-115.760277777778,"352","9.73",NA,"0.06193","Malaspina"
13.8063888888889,-115.760277777778,"3500","1.6",NA,"0.00015","Malaspina"
13.2083333333333,-113.26,"3","28.09","0.346","0.18048","Malaspina"
13.2083333333333,-113.26,"25","28.08","0.4","0.05258","Malaspina"
13.2083333333333,-113.26,"42","28.01","0.912","0.07827","Malaspina"
13.2083333333333,-113.26,"70","20.31","0.715","0.12176","Malaspina"
13.2083333333333,-113.26,"105","14.3","0.248","0.02219","Malaspina"
13.2083333333333,-113.26,"300","10.75",NA,"0.00259","Malaspina"
13.2083333333333,-113.26,"470","8.29",NA,"0.02507","Malaspina"
13.2083333333333,-113.26,"650","6.44",NA,"0.09499","Malaspina"
13.2083333333333,-113.26,"2000","2.22",NA,"0.00455","Malaspina"
13.2083333333333,-113.26,"3649","1.54",NA,"0.00487","Malaspina"
12.0011111111111,-108.082222222222,"3","28.21","0.319","0.19762","Malaspina"
12.0011111111111,-108.082222222222,"25","27.87","0.227","0.07954","Malaspina"
12.0011111111111,-108.082222222222,"42","27.6","0.361","0.07691","Malaspina"
12.0011111111111,-108.082222222222,"59","24.15",NA,"0.08359","Malaspina"
12.0011111111111,-108.082222222222,"117","14.09","0.646","0.03872","Malaspina"
12.0011111111111,-108.082222222222,"280","11.07",NA,"0.00108","Malaspina"
12.0011111111111,-108.082222222222,"3105","1.69",NA,"0.00375","Malaspina"
11.3572222222222,-105.017777777778,"3","28.31","0.453","0.10569","Malaspina"
11.3572222222222,-105.017777777778,"24","27.12","0.741","0.12577","Malaspina"
11.3572222222222,-105.017777777778,"34","21.86","0.926","0.106","Malaspina"
11.3572222222222,-105.017777777778,"54","16.29","0.586","0.03338","Malaspina"
11.3572222222222,-105.017777777778,"70","14.94","0.218","0.01153","Malaspina"
11.3572222222222,-105.017777777778,"340","10.84",NA,"0.02047","Malaspina"
11.3572222222222,-105.017777777778,"700","6.95",NA,"0.05894","Malaspina"
11.3572222222222,-105.017777777778,"870","5.68",NA,"0.08615","Malaspina"
11.3572222222222,-105.017777777778,"2000","2.31",NA,"0.00773","Malaspina"
11.3572222222222,-105.017777777778,"3000","1.77",NA,"0.00832","Malaspina"
10.7641666666667,-102.448333333333,"3","29.28","0.185","0.09482","Malaspina"
10.7641666666667,-102.448333333333,"22","29.14","0.214","0.11356","Malaspina"
10.7641666666667,-102.448333333333,"37","26.14","0.64","0.08129","Malaspina"
10.7641666666667,-102.448333333333,"42","25.64","0.598","0.04346","Malaspina"
10.7641666666667,-102.448333333333,"50","24.44","0.411","0.01884","Malaspina"
10.7641666666667,-102.448333333333,"280","11.12",NA,"0.03073","Malaspina"
10.7641666666667,-102.448333333333,"600","7.09",NA,"0.02485","Malaspina"
10.7641666666667,-102.448333333333,"780","5.74",NA,"0.07171","Malaspina"
10.7641666666667,-102.448333333333,"2000","2.26",NA,"0.00414","Malaspina"
10.7641666666667,-102.448333333333,"2800","1.85",NA,"0.00055","Malaspina"
10.0986111111111,-99.2547222222222,"3","29.05","0.367","0.11007","Malaspina"
10.0986111111111,-99.2547222222222,"25","29.01","0.278","0.06133","Malaspina"
10.0986111111111,-99.2547222222222,"35","27.81","0.446","0.03014","Malaspina"
10.0986111111111,-99.2547222222222,"43","25.03","0.64","0.0515","Malaspina"
10.0986111111111,-99.2547222222222,"57","21.5",NA,"0.01838","Malaspina"
10.0986111111111,-99.2547222222222,"360","9.62",NA,"0.0066","Malaspina"
10.0986111111111,-99.2547222222222,"3000","1.84",NA,"0.01761","Malaspina"
9.45388888888889,-96.3455555555555,"3","28.54","0.525","0.11593","Malaspina"
9.45388888888889,-96.3455555555555,"19","27.32","0.777","0.12734","Malaspina"
9.45388888888889,-96.3455555555555,"25","22.89","1.083","0.05167","Malaspina"
9.45388888888889,-96.3455555555555,"37","17.96","0.492","0.03184","Malaspina"
9.45388888888889,-96.3455555555555,"50","15.56","0.232","0.00878","Malaspina"
9.45388888888889,-96.3455555555555,"270","11.22",NA,"0.02738","Malaspina"
9.45388888888889,-96.3455555555555,"500","7.93",NA,"0.0291","Malaspina"
9.45388888888889,-96.3455555555555,"775","5.66",NA,"0.05833","Malaspina"
9.45388888888889,-96.3455555555555,"2000","2.38",NA,"0.00534","Malaspina"
9.45388888888889,-96.3455555555555,"3300","1.85",NA,"0.0065","Malaspina"
8.1475,-90.375,"3","28.19","0.21","0.37953","Malaspina"
8.1475,-90.375,"23","19.92","0.776","0.1253","Malaspina"
8.1475,-90.375,"31","18.15","0.751","0.0985","Malaspina"
8.1475,-90.375,"44","16.08","0.306","0.12459","Malaspina"
8.1475,-90.375,"60","14.58","0.163","0.03978","Malaspina"
8.1475,-90.375,"320","11.47",NA,"0.03591","Malaspina"
8.1475,-90.375,"600","7.4",NA,"0.02286","Malaspina"
8.1475,-90.375,"930","5.14",NA,"0.04623","Malaspina"
8.1475,-90.375,"2000","2.32",NA,"0.01767","Malaspina"
8.1475,-90.375,"3100","1.84",NA,"0.00516","Malaspina"
7.22833333333333,-87.9663888888889,"3","27.77","0.358","0.16884","Malaspina"
7.22833333333333,-87.9663888888889,"20","21.39","0.197","0.15559","Malaspina"
7.22833333333333,-87.9663888888889,"30","17.75","0.484","0.11913","Malaspina"
7.22833333333333,-87.9663888888889,"40","16.84","0.487","0.04374","Malaspina"
7.22833333333333,-87.9663888888889,"70","15.36","0.418","0.02103","Malaspina"
7.22833333333333,-87.9663888888889,"475","9.4",NA,"0.01683","Malaspina"
7.22833333333333,-87.9663888888889,"3100","1.84",NA,"0.00694","Malaspina"
5.91916666666667,-84.8022222222222,"3","27.61","0.312","0.05866","Malaspina"
5.91916666666667,-84.8022222222222,"24","27.53","0.54","0.04447","Malaspina"
5.91916666666667,-84.8022222222222,"33","26.26","0.675","0.04639","Malaspina"
5.91916666666667,-84.8022222222222,"45","24.19","0.666","0.05073","Malaspina"
5.91916666666667,-84.8022222222222,"70","17.77","0.427","0.01789","Malaspina"
5.91916666666667,-84.8022222222222,"340","11.95",NA,"0.00916","Malaspina"
5.91916666666667,-84.8022222222222,"528","8.61",NA,"0.03896","Malaspina"
5.91916666666667,-84.8022222222222,"1000","4.95",NA,"0.00721","Malaspina"
5.91916666666667,-84.8022222222222,"1500","3.16",NA,"0.01107","Malaspina"
5.91916666666667,-84.8022222222222,"2200","2.18",NA,"0.01949","Malaspina"
12.3711111111111,-74.0430555555556,"3","28.38","0.13","0.11088","Malaspina"
12.3711111111111,-74.0430555555556,"20","28.37",NA,"0.0808","Malaspina"
12.3711111111111,-74.0430555555556,"33","26.8","0.171","0.11956","Malaspina"
12.3711111111111,-74.0430555555556,"70","23.84","0.7","0.03516","Malaspina"
12.3711111111111,-74.0430555555556,"90","22.74","0.34","0.02818","Malaspina"
12.3711111111111,-74.0430555555556,"430","9.48",NA,"0.0138","Malaspina"
12.3711111111111,-74.0430555555556,"750","6.41",NA,"0.00751","Malaspina"
12.3711111111111,-74.0430555555556,"1800","4.16",NA,"0.00916","Malaspina"
12.3711111111111,-74.0430555555556,"2400","4.11",NA,"0.02166","Malaspina"
12.3711111111111,-74.0430555555556,"3600","4.23",NA,"0.00571","Malaspina"
14.1633333333333,-71.6777777777778,"3","28.71","0.145","0.13604","Malaspina"
14.1633333333333,-71.6777777777778,"34","28.71","0.108","0.05532","Malaspina"
14.1633333333333,-71.6777777777778,"56","27.13","0.206","0.06313","Malaspina"
14.1633333333333,-71.6777777777778,"105","25.34","0.581","0.07175","Malaspina"
14.1633333333333,-71.6777777777778,"125","24.66","0.198","0.05034","Malaspina"
15.0697222222222,-69.3033333333333,"3","28.74","0.091","0.2531","Malaspina"
15.0697222222222,-69.3033333333333,"31","27.92","0.166","0.15081","Malaspina"
15.0697222222222,-69.3033333333333,"52","27.09","0.152","0.09411","Malaspina"
15.0697222222222,-69.3033333333333,"95","25.25","0.514","0.06859","Malaspina"
15.0697222222222,-69.3033333333333,"115","23.46","0.162","0.06284","Malaspina"
15.0697222222222,-69.3033333333333,"145","21.75","0.082","0.15266","Malaspina"
15.0697222222222,-69.3033333333333,"3900","4.26",NA,"0.00442","Malaspina"
15.5305555555556,-67.0238888888889,"3","29.09","0.193","0.14286","Malaspina"
15.5305555555556,-67.0238888888889,"28","29.09","0.205","0.12795","Malaspina"
15.5305555555556,-67.0238888888889,"47","28.51","0.306","0.11484","Malaspina"
15.5305555555556,-67.0238888888889,"75","27.12","0.768","0.07517","Malaspina"
15.5305555555556,-67.0238888888889,"95","26.82","0.318","0.09152","Malaspina"
15.5305555555556,-67.0238888888889,"450","10.6",NA,"0.08727","Malaspina"
15.5305555555556,-67.0238888888889,"650","7.95",NA,"0.11129","Malaspina"
15.5305555555556,-67.0238888888889,"1400","4.48",NA,"0.02347","Malaspina"
